#HR;RMSSD;SDNN;LF;HF;SVB;SCL;SD;PEAKS;Alpha;Beta;Theta;Engagement;Anger;Contempt;Disgust;Engagement;Fear;Joy;Sadness;Surprise;Valence;Attention;Browfurrow;BrowRaise;Cheekraise;Chinraise;Dimpler;Eyeclosure;Eyewiden;InnerBrowraise;Jawdrop;Lidtighten;Lipcornerdepressor;Lippress;Lippucker;Lipstretch;Lipsuck;Mouthopen;Nosewrinkle;Smile;Smirk;Upperlipraise;Pitch;Roll;Yaw
82.264690;0.148966;0.115617;0.000367;0.001530;0.240208;-0.002126;87.723473;5;414.118612;1349.942478;1631.516631;0.851308;0.034155;0.192840;2.062405;29.839130;0.004069;0.008708;0.001353;1.868205;-0.000003;81.138062;0.100835;0.788214;0.093188;0.011876;0.132444;1.953689;0.001642;0.536665;3.179806;0.004084;0.025107;0.154722;0.007035;0.004518;0.012619;87.182518;0.075747;0.031980;0.002126;0.006411;-5.927163;-1.836984;14.732691;
84.005548;0.146648;0.115875;0.001277;0.003995;0.319649;-0.056016;86.658493;6;893.129867;5208.553160;5361.804706;0.869317;0.176011;0.115900;0.889310;23.805115;0.003017;0.002808;0.221198;4.782544;-0.860533;48.892174;1.502929;12.525904;0.021185;0.521376;0.055524;2.568029;0.012246;0.985388;1.066083;0.003956;0.050457;0.764903;0.212876;0.002428;0.007698;37.403954;0.294006;0.009184;0.002030;0.003685;-3.987360;1.849784;2.768852;
77.732145;0.105642;0.101224;0.002182;0.005134;0.425020;-0.083668;85.395409;6;1070.601905;7447.357545;6975.731028;1.022197;0.441970;0.225848;0.913253;13.409373;0.005510;0.003524;0.844316;0.767245;-3.948883;80.274773;6.896083;0.122325;0.009276;2.754032;1.250931;0.005724;0.004056;0.999080;9.837076;0.011437;2.456940;1.222890;10.334362;0.011336;0.055875;34.896206;0.519472;0.004300;0.042779;0.017155;-6.811416;2.537045;13.721587;
88.569503;0.235320;0.161095;0.004475;0.009398;0.476176;-0.064532;83.525795;6;604.355129;4220.295154;2526.503215;1.529734;0.040735;0.193794;2.209994;35.270092;0.002181;0.009413;0.002216;2.959462;-0.004624;89.036827;0.226092;0.155738;0.003022;0.074623;0.022618;0.000007;0.000863;0.574025;22.984011;0.003620;0.007562;0.020453;0.023314;0.005746;0.010555;91.039978;0.053025;0.001184;0.004221;0.033202;-7.588716;3.159435;11.550264;
83.797421;0.236061;0.162327;0.001793;0.007489;0.239369;-0.070667;81.070549;6;968.965733;4069.642047;2313.601432;1.539666;0.027256;0.193369;1.696246;23.580322;0.002997;0.007271;0.004965;1.899147;-0.000008;89.657211;0.067132;0.448523;0.028749;0.180781;4.436830;0.002120;0.002056;0.821235;13.350777;0.005049;0.003186;0.109881;0.015885;0.375078;0.179302;69.365654;0.025587;0.010408;0.013800;0.006813;-7.678389;2.599442;11.244360;
89.574056;0.236165;0.163703;0.001577;0.007306;0.215836;-0.015374;79.691811;6;719.350267;5596.215413;2846.082505;1.903584;0.002356;0.194758;0.471974;0.164989;0.004245;0.002032;0.020790;0.248110;-0.000000;87.388397;0.187525;0.113783;0.017859;0.735611;32.094776;0.000004;0.001765;0.559077;4.286539;0.007043;0.000449;0.498544;0.200247;2.413565;0.144500;5.732904;0.026634;0.062661;0.095488;0.000104;-9.258226;3.522029;12.366717;
92.467284;0.080270;0.090977;0.002525;0.007015;0.359889;-0.016362;78.528488;6;805.529665;4644.736813;1978.051878;1.704542;0.000844;0.193714;0.433716;11.848818;0.002055;0.000850;0.013012;6.411330;-0.000000;94.618584;0.019104;44.543941;0.009121;0.786415;2.030445;0.000169;0.562859;3.914344;0.642961;0.005955;0.007711;0.876652;0.013719;0.277396;0.043066;0.551701;0.041228;0.000752;0.028734;0.000189;-6.141481;7.130043;1.677219;
87.823528;0.018334;0.052898;0.003375;0.006661;0.506661;-0.048070;78.028557;7;348.791254;1647.835627;729.115107;1.546832;0.001002;0.195567;0.431510;0.317377;0.003096;0.001207;0.019767;0.491847;-0.000000;98.634392;0.000528;14.539097;0.006287;0.090099;0.035975;0.000001;0.019467;2.668006;0.098606;0.001271;0.006381;0.637128;0.000904;0.526127;0.001395;0.446104;0.031823;0.000241;0.125806;0.000024;-9.386930;5.042549;0.794951;
87.252439;0.017745;0.047342;0.000387;0.000225;1.715570;0.092302;78.948586;11;373.688975;1562.683762;979.863020;1.255394;0.001539;0.195917;0.440487;0.261894;0.003653;0.001553;0.020696;0.306504;-0.065241;98.280045;0.002575;6.166155;0.014856;1.503900;5.075282;1.426538;0.002844;1.303670;1.939883;0.003267;0.019773;3.913044;0.001874;0.400215;0.048375;1.188815;0.130720;0.000809;0.141926;0.000111;-10.170435;6.470195;1.992407;
82.721131;0.019882;0.050017;0.000456;0.000265;1.723056;-0.018335;79.698761;13;448.113844;2766.028433;1736.178918;1.291792;0.001829;0.204847;0.438376;0.102956;0.003832;0.001759;0.022524;0.242210;-0.000069;97.917992;0.002076;2.042331;0.000472;0.666655;1.413777;0.001513;0.004485;0.560814;3.860934;0.002651;0.026739;0.345512;0.001794;0.598968;0.008608;1.424337;0.024091;0.000329;0.531509;0.000563;-11.421443;3.903330;2.936501;
