#TimeStamp(in microSec);Age;Anger;Contempt;Disgust;Engagement;Fear;Joy;Sadness;Surprise;Valence;Attention;Browfurrow;BrowRaise;Cheekraise;Chinraise;Dimpler;Eyeclosure;Eyewiden;InnerBrowraise;Jawdrop;Lidtighten;Lipcornerdepressor;Lippress;Lippucker;Lipstretch;Lipsuck;Mouthopen;Nosewrinkle;Smile;Smirk;Upperlipraise;Pitch;Roll;Yaw;Id
23064;4; 0.000462; 0.049918; 0.097797; 1.867680;0.001010;0.070157;0.005323;0.197283;17.363552;98.654388;0.014630;0.066046;0.002395;0.254086;0.071744;0.000000;0.000267;0.003674;0.594284;0.031155;0.001098;0.086838;1.509021;0.123749;0.526867;0.372170;0.023603;22.268660;2.991387;0.000050;-6.981872;-3.509974;-0.526139;0
23127;4; 0.000331; 0.032802; 0.070672; 3.733949;0.000723;0.158398;0.003819;0.197510;22.656199;98.630661;0.013431;0.077558;0.002121;0.256785;0.065327;0.000000;0.000363;0.003936;0.617840;0.029673;0.001137;0.072398;1.953726;0.110436;0.501058;0.373165;0.021488;27.252453;2.555944;0.000053;-8.082419;-3.081898;0.614718;0
23206;4; 0.000351; 0.036135; 0.075730; 3.258306;0.000773;0.134727;0.004089;0.197383;21.648035;98.313484;0.014361;0.078102;0.002591;0.248996;0.062587;0.000000;0.000395;0.004311;0.606723;0.031541;0.001249;0.065530;1.740301;0.117449;0.398024;0.357066;0.018326;26.264139;2.769408;0.000051;-8.407836;-3.339465;1.672512;0
23268;4; 0.000290; 0.028157; 0.062462; 4.867092;0.000637;0.217162;0.003365;0.197115;24.728775;98.717903;0.018799;0.082774;0.002637;0.278319;0.059796;0.000000;0.000400;0.004697;0.553875;0.033168;0.001182;0.072098;1.888278;0.125229;0.418280;0.345913;0.018265;29.190550;2.485594;0.000045;-8.627692;-3.146463;-0.281169;0
23331;4; 0.000210; 0.019201; 0.045447; 9.277231;0.000461;0.478327;0.002442;0.196721;29.873535;98.585480;0.022956;0.074219;0.002369;0.239888;0.057787;0.000000;0.000350;0.004945;0.556212;0.037173;0.001100;0.066938;1.972772;0.120187;0.422004;0.290752;0.021597;34.038280;2.302685;0.000040;-8.638276;-2.883737;0.779345;0
23408;4; 0.000159; 0.013809; 0.034973; 15.403451;0.000353;0.921629;0.001869;0.196474;34.182510;98.616272;0.022042;0.075935;0.002471;0.201291;0.063536;0.000000;0.000396;0.005582;0.523670;0.037104;0.001135;0.059315;2.021889;0.136268;0.368501;0.260243;0.023501;38.076885;2.050913;0.000038;-7.710501;-3.553984;0.667714;0
23471;4; 0.000115; 0.009731; 0.025662; 26.494894;0.000257;1.992650;0.001360;0.196399;39.278244;98.783394;0.020707;0.087623;0.002529;0.175815;0.054263;0.000000;0.000426;0.006247;0.469792;0.035455;0.001212;0.059561;1.838866;0.151302;0.298474;0.260938;0.020838;42.857178;2.130944;0.000034;-7.255733;-2.327885;0.015691;0
23533;4; 0.000094; 0.007833; 0.021105; 35.582081;0.000211;3.205807;0.001115;0.196313;42.434769;98.655151;0.020943;0.101059;0.003252;0.192503;0.062278;0.000000;0.000473;0.007507;0.450464;0.039640;0.001281;0.085892;1.594139;0.166770;0.284445;0.231652;0.019460;45.845150;2.197021;0.000031;-7.723216;-3.427731;-0.523263;0
23596;4; 0.000041; 0.002917; 0.009398; 76.547531;0.000092;20.213772;0.000488;0.196186;55.655838;98.513283;0.022222;0.101794;0.004356;0.147883;0.064097;0.000000;0.000433;0.006588;0.430609;0.042744;0.001233;0.081274;1.537481;0.177121;0.183876;0.223962;0.019508;58.280552;1.678535;0.000030;-8.845473;-3.287798;1.031905;0
23658;4; 0.000023; 0.001467; 0.005330; 91.861237;0.000052;51.209068;0.000273;0.196211;64.875946;98.776711;0.019200;0.106703;0.004811;0.126018;0.061399;0.000000;0.000339;0.006566;0.404999;0.036601;0.001305;0.068428;1.391444;0.193511;0.160375;0.232375;0.018800;66.965477;1.341979;0.000028;-6.868620;-3.133965;-0.043399;0
23720;4; 0.000015; 0.000874; 0.003507; 96.570000;0.000034;74.942245;0.000178;0.195999;71.644691;98.561600;0.018810;0.102279;0.006073;0.147448;0.041390;0.000000;0.000289;0.004917;0.364788;0.032693;0.001302;0.062014;1.144147;0.212828;0.167784;0.230507;0.025161;73.363960;0.981245;0.000030;-7.207292;-2.953271;0.864276;0
23799;4; 0.000009; 0.000460; 0.002032; 98.934280;0.000019;92.141548;0.000102;0.195742;80.508736;98.493629;0.016232;0.107636;0.008830;0.122766;0.046948;0.000000;0.000258;0.005022;0.307162;0.031239;0.001141;0.042964;0.995457;0.295277;0.155502;0.207069;0.030702;81.715622;0.844693;0.000032;-6.727420;-3.471007;-1.098570;0
23877;4; 0.000007; 0.000392; 0.001775; 99.206596;0.000017;94.282806;0.000089;0.195615;82.726013;98.783348;0.010922;0.115084;0.012931;0.136925;0.043291;0.000000;0.000271;0.004630;0.250778;0.025730;0.001077;0.034215;0.838626;0.324049;0.130440;0.198801;0.032459;83.800316;0.800442;0.000029;-7.201590;-3.241019;0.015856;0
23939;4; 0.000005; 0.000267; 0.001288; 99.605598;0.000012;97.359787;0.000064;0.195666;87.950562;98.722633;0.007928;0.132307;0.015710;0.117368;0.030181;0.000000;0.000346;0.004717;0.220717;0.020531;0.001069;0.041916;0.781194;0.357106;0.107862;0.191612;0.034896;88.721191;0.657365;0.000034;-6.838513;-3.687538;-0.262423;0
24002;4; 0.000004; 0.000196; 0.000998; 99.773102;0.000009;98.583336;0.000050;0.195521;92.065178;98.739594;0.007390;0.130833;0.019928;0.111258;0.034163;0.000000;0.000361;0.004256;0.203451;0.020942;0.000970;0.051202;0.784192;0.405064;0.109138;0.177758;0.031545;92.603004;0.484472;0.000040;-8.325359;-3.048442;-0.194737;0
24064;4; 0.000004; 0.000172; 0.000899; 99.819084;0.000009;98.903931;0.000045;0.195393;93.734482;98.770615;0.007320;0.127912;0.022706;0.128595;0.034089;0.000000;0.000279;0.003885;0.193671;0.020536;0.001015;0.062791;0.848421;0.462245;0.124075;0.165304;0.033161;94.191582;0.408597;0.000039;-7.069810;-3.008625;0.068563;0
24127;4; 0.000004; 0.000164; 0.000859; 99.835930;0.000008;99.018425;0.000043;0.195394;94.450882;98.679558;0.006684;0.139990;0.023461;0.135642;0.028871;0.000000;0.000257;0.004219;0.182125;0.018030;0.000900;0.059891;0.666325;0.518005;0.141312;0.148848;0.039251;94.876846;0.395383;0.000042;-7.403356;-3.281340;-0.430436;0
24206;4; 0.000003; 0.000137; 0.000743; 99.880203;0.000007;99.313835;0.000037;0.195047;96.786797;98.749893;0.006967;0.126779;0.024807;0.120295;0.031406;0.000000;0.000267;0.003621;0.140328;0.017904;0.000681;0.048979;0.604561;0.688826;0.162366;0.138687;0.043548;97.081749;0.301835;0.000046;-7.285681;-2.790463;-0.153186;0
24268;4; 0.000003; 0.000131; 0.000713; 99.890457;0.000007;99.379456;0.000035;0.195372;97.461433;98.644295;0.006347;0.167428;0.021917;0.100816;0.032626;0.000000;0.000381;0.004716;0.131646;0.017569;0.000728;0.036564;0.538311;0.738924;0.155394;0.128541;0.044977;97.709000;0.280498;0.000051;-7.862724;-3.567256;-0.564029;0
24329;4; 0.000003; 0.000139; 0.000747; 99.878845;0.000007;99.303589;0.000037;0.195523;96.679222;98.541023;0.005824;0.184905;0.021448;0.174298;0.032960;0.000000;0.000377;0.004208;0.119248;0.015752;0.000792;0.042491;0.522586;0.974528;0.174698;0.133725;0.049094;97.002190;0.396882;0.000057;-7.757720;-3.147087;0.936306;0
24393;4; 0.000003; 0.000141; 0.000753; 99.876007;0.000007;99.284767;0.000037;0.195633;96.493919;98.513222;0.006773;0.195121;0.019501;0.196392;0.031360;0.000000;0.000384;0.004378;0.120605;0.015300;0.000834;0.047371;0.509532;0.921877;0.197785;0.136796;0.042545;96.840157;0.380342;0.000055;-6.971345;-3.637853;-1.032091;0
24455;4; 0.000003; 0.000147; 0.000774; 99.867996;0.000007;99.231979;0.000038;0.195517;95.999260;98.530685;0.007705;0.188376;0.018776;0.263462;0.037849;0.000000;0.000263;0.004177;0.118432;0.015174;0.000803;0.059304;0.511829;0.985671;0.214834;0.130653;0.040435;96.401443;0.444953;0.000065;-7.916107;-3.458699;0.972140;0
24517;4; 0.000004; 0.000170; 0.000866; 99.831772;0.000008;98.987213;0.000043;0.195772;94.206451;98.760612;0.007331;0.216933;0.015463;0.262206;0.028182;0.000000;0.000263;0.004487;0.111835;0.015283;0.000742;0.052296;0.467628;0.973974;0.200286;0.129913;0.036330;94.701401;0.632471;0.000079;-7.440152;-3.370313;0.109603;0
24610;4; 0.000004; 0.000174; 0.000875; 99.827812;0.000008;98.959496;0.000043;0.195823;94.066505;98.629547;0.008335;0.231700;0.015654;0.179782;0.024506;0.000000;0.000315;0.005367;0.094915;0.015310;0.000733;0.039598;0.491785;1.048332;0.200119;0.126128;0.030859;94.538460;0.761459;0.000102;-8.684681;-4.012406;-0.618859;0
24675;4; 0.000003; 0.000164; 0.000831; 99.846184;0.000008;99.083710;0.000041;0.196072;94.913506;98.606628;0.008768;0.260322;0.013917;0.163063;0.026632;0.000000;0.000386;0.004639;0.095380;0.015179;0.000734;0.029977;0.544347;1.127289;0.197472;0.121090;0.029844;95.329445;0.745105;0.000112;-7.159589;-2.836526;0.702916;0
24737;4; 0.000004; 0.000208; 0.000985; 99.777908;0.000009;98.608002;0.000049;0.196453;92.193062;98.684174;0.009043;0.299522;0.016463;0.186883;0.022062;0.000000;0.000308;0.005736;0.102869;0.016282;0.000685;0.027406;0.655147;0.982205;0.153854;0.114237;0.028490;92.753326;1.181478;0.000105;-7.280708;-3.366904;0.412687;0
24799;4; 0.000004; 0.000227; 0.001054; 99.742302;0.000010;98.354958;0.000053;0.196036;91.069321;98.622597;0.008653;0.260041;0.015290;0.212336;0.033885;0.000000;0.000267;0.004875;0.105420;0.015790;0.000716;0.039079;0.650859;1.047897;0.170043;0.105816;0.030878;91.709816;1.255632;0.000110;-7.400115;-2.408182;0.644513;0
24860;4; 0.000004; 0.000228; 0.001077; 99.730621;0.000010;98.272079;0.000054;0.195827;90.761902;98.572365;0.008151;0.235915;0.016180;0.177779;0.028306;0.000000;0.000261;0.004723;0.104716;0.016467;0.000854;0.026846;0.665776;0.915132;0.141466;0.110735;0.035223;91.398727;1.063403;0.000119;-6.579318;-2.769985;-0.826128;0
24924;4; 0.000004; 0.000211; 0.001017; 99.763550;0.000010;98.507393;0.000050;0.196067;91.752846;98.594658;0.008784;0.260796;0.016590;0.124435;0.030154;0.000000;0.000230;0.005074;0.111287;0.016939;0.000875;0.026955;0.742926;0.914274;0.116233;0.106063;0.041046;92.313698;0.990159;0.000140;-7.281765;-3.164959;-0.746312;0
25003;4; 0.000004; 0.000205; 0.001003; 99.771355;0.000010;98.563942;0.000050;0.195888;92.010216;98.786270;0.009510;0.240720;0.018136;0.097827;0.031872;0.000000;0.000220;0.004945;0.117371;0.019070;0.000897;0.026566;0.702079;0.805488;0.104352;0.106628;0.050838;92.549461;0.877180;0.000125;-7.551253;-3.037753;-0.003700;0
25064;4; 0.000004; 0.000179; 0.000902; 99.817955;0.000009;98.891418;0.000045;0.195639;93.700768;98.742615;0.010422;0.217962;0.017604;0.098885;0.041760;0.000000;0.000216;0.005153;0.117767;0.019056;0.000873;0.023097;0.642202;0.793792;0.115926;0.102850;0.048930;94.147667;0.739666;0.000133;-8.075051;-3.120603;0.182559;0
25126;4; 0.000004; 0.000192; 0.000950; 99.796227;0.000009;98.739716;0.000047;0.195734;92.865974;98.696739;0.009381;0.230443;0.018829;0.104832;0.042985;0.000000;0.000186;0.004663;0.112041;0.017943;0.000903;0.033098;0.754790;0.811262;0.100605;0.099820;0.044928;93.356873;0.808676;0.000117;-7.735483;-3.934827;-0.364077;0
25189;4; 0.000004; 0.000213; 0.001028; 99.758110;0.000010;98.471375;0.000051;0.195411;91.592323;98.655907;0.010102;0.197094;0.026603;0.100319;0.044128;0.000000;0.000131;0.005173;0.114862;0.020110;0.000900;0.039742;0.744802;0.787343;0.109987;0.099465;0.042994;92.154297;0.950518;0.000121;-8.159706;-3.609142;0.520400;0
25268;4; 0.000005; 0.000250; 0.001177; 99.674316;0.000011;97.861954;0.000059;0.195417;89.384644;98.688171;0.010559;0.195399;0.028694;0.095082;0.059210;0.000000;0.000158;0.004721;0.124220;0.021122;0.001093;0.035183;0.817988;0.728888;0.118461;0.097943;0.036580;90.065941;0.995080;0.000107;-7.833180;-3.467491;0.397298;0
25330;4; 0.000005; 0.000232; 0.001112; 99.712212;0.000011;98.140236;0.000055;0.195339;90.311806;98.604256;0.012688;0.189153;0.034995;0.083155;0.038535;0.000000;0.000153;0.005202;0.123876;0.022685;0.000974;0.027408;0.939204;0.696311;0.115842;0.099442;0.040986;90.934868;0.905042;0.000112;-8.288194;-3.198369;0.711576;0
25408;4; 0.000004; 0.000206; 0.001013; 99.765465;0.000010;98.521790;0.000050;0.195602;91.837181;98.752670;0.014105;0.225402;0.039566;0.066328;0.035995;0.000000;0.000143;0.005594;0.116162;0.024185;0.000857;0.026026;1.003570;0.630143;0.116822;0.090145;0.045636;92.370621;0.791529;0.000127;-6.805129;-3.481590;0.141928;0
25471;4; 0.000004; 0.000181; 0.000911; 99.813904;0.000009;98.862457;0.000045;0.195631;93.553131;98.652748;0.014069;0.232226;0.038540;0.073519;0.033799;0.000000;0.000159;0.004884;0.104281;0.023804;0.000806;0.019696;0.822438;0.607785;0.127348;0.092374;0.045015;93.993736;0.712819;0.000130;-7.544350;-3.286733;0.532301;0
25534;4; 0.000003; 0.000165; 0.000851; 99.839874;0.000008;99.040428;0.000042;0.195788;94.662071;98.512360;0.013456;0.247576;0.064881;0.067997;0.028183;0.000002;0.000169;0.004626;0.105171;0.027956;0.000846;0.021406;0.836391;0.618388;0.153062;0.091831;0.066915;95.047310;0.614732;0.000129;-7.585585;-2.618112;1.035071;0
25596;4; 0.000003; 0.000145; 0.000771; 99.871132;0.000007;99.251030;0.000038;0.195647;96.319809;98.773163;0.011643;0.231677;0.119574;0.036995;0.017506;0.000022;0.000134;0.004035;0.094261;0.031667;0.000704;0.024638;0.710847;0.677028;0.124013;0.099601;0.061564;96.569801;0.442480;0.000112;-5.621332;-2.452978;0.058058;0
25657;4; 0.000003; 0.000125; 0.000692; 99.898308;0.000007;99.428436;0.000034;0.195595;98.102684;98.759209;0.010194;0.224099;0.181143;0.030366;0.013119;0.000037;0.000123;0.003882;0.089438;0.032925;0.000647;0.032304;0.504065;0.701958;0.127356;0.104786;0.063468;98.229950;0.220441;0.000108;-6.052418;-2.209066;0.115346;0
25721;4; 0.000003; 0.000118; 0.000665; 99.906761;0.000006;99.482010;0.000033;0.195721;98.758430;98.704048;0.007802;0.241094;0.198708;0.025022;0.009533;0.000015;0.000132;0.003815;0.074097;0.024628;0.000672;0.041146;0.349041;0.751239;0.109499;0.103189;0.064667;98.837517;0.141311;0.000105;-5.301294;-2.315505;0.335590;0
25798;4; 0.000003; 0.000113; 0.000641; 99.913834;0.000006;99.527016;0.000032;0.195561;99.374275;98.640709;0.007179;0.225532;0.223872;0.019974;0.006986;0.000000;0.000108;0.004574;0.057707;0.019902;0.000605;0.047557;0.252911;0.800946;0.091612;0.112468;0.039417;99.391220;0.081260;0.000102;-6.174918;-2.109376;-0.577414;0
25876;4; 0.000003; 0.000111; 0.000633; 99.916229;0.000006;99.542160;0.000031;0.195436;99.564468;98.666084;0.005059;0.213755;0.198014;0.020477;0.007429;0.000000;0.000078;0.004975;0.049749;0.017174;0.000513;0.067141;0.210400;0.896243;0.097572;0.111428;0.038694;99.587975;0.068934;0.000096;-7.111696;-2.512650;-0.481886;0
25939;4; 0.000003; 0.000109; 0.000624; 99.918434;0.000006;99.555984;0.000031;0.195489;99.759140;98.618874;0.004220;0.213983;0.183086;0.021262;0.007343;0.000000;0.000092;0.005881;0.045170;0.015311;0.000449;0.061462;0.160781;0.997930;0.107803;0.122756;0.029156;99.774513;0.041158;0.000085;-6.476822;-2.429165;-0.658196;0
26002;4; 0.000003; 0.000109; 0.000622; 99.919037;0.000006;99.559830;0.000031;0.195460;99.821487;98.752510;0.003306;0.211363;0.164623;0.015839;0.007465;0.000000;0.000079;0.007065;0.043399;0.013720;0.000417;0.055016;0.170715;1.064519;0.085765;0.120203;0.022948;99.827538;0.035089;0.000084;-7.523982;-1.775861;-0.142606;0
26064;4; 0.000003; 0.000108; 0.000622; 99.919495;0.000006;99.562485;0.000031;0.195584;99.851334;98.691620;0.002632;0.223742;0.111984;0.013422;0.006611;0.000000;0.000073;0.007289;0.037820;0.010361;0.000376;0.044280;0.171047;1.176914;0.060221;0.123581;0.025616;99.866333;0.026301;0.000086;-7.141065;-2.107688;-0.383959;0
26127;4; 0.000003; 0.000108; 0.000621; 99.919647;0.000006;99.562775;0.000030;0.196081;99.847992;98.536140;0.002438;0.271601;0.073823;0.019828;0.008122;0.000000;0.000088;0.009136;0.034723;0.008284;0.000362;0.033713;0.172266;1.178558;0.069134;0.130095;0.023477;99.879288;0.024974;0.000092;-7.032095;-2.234220;-0.953268;0
26205;4; 0.000003; 0.000108; 0.000623; 99.919495;0.000006;99.561867;0.000030;0.196081;99.830002;98.597099;0.002598;0.271547;0.060513;0.022581;0.008907;0.000001;0.000088;0.009843;0.026767;0.008023;0.000293;0.020498;0.143811;1.275441;0.067778;0.136498;0.026548;99.865829;0.033143;0.000098;-7.294021;-2.167090;-0.737468;0
26268;4; 0.000003; 0.000108; 0.000623; 99.919525;0.000006;99.561378;0.000030;0.196563;99.823082;98.771599;0.003352;0.321498;0.048573;0.023880;0.010358;0.000001;0.000090;0.012044;0.024864;0.009888;0.000248;0.019015;0.128849;1.398178;0.073322;0.136470;0.032039;99.869293;0.037743;0.000123;-9.307623;-2.320094;-0.064486;0
26330;4; 0.000002; 0.000108; 0.000623; 99.919586;0.000006;99.561005;0.000030;0.197003;99.825508;98.764359;0.003662;0.369793;0.039889;0.026136;0.012439;0.000001;0.000087;0.011301;0.023118;0.010918;0.000237;0.013469;0.109668;1.604898;0.068608;0.132237;0.035570;99.874298;0.039834;0.000125;-8.655107;-2.590985;-0.094272;0
26392;4; 0.000002; 0.000109; 0.000626; 99.919075;0.000006;99.556282;0.000030;0.198071;99.790909;98.167397;0.005063;0.477604;0.051383;0.021954;0.013687;0.000001;0.000132;0.011400;0.023906;0.012876;0.000253;0.011023;0.106703;1.498880;0.043637;0.135966;0.040115;99.830284;0.055594;0.000137;-7.870018;-3.498922;-2.095337;0
26454;4; 0.000002; 0.000109; 0.000627; 99.918907;0.000006;99.555466;0.000030;0.197899;99.781853;98.712234;0.006188;0.461059;0.056573;0.020141;0.015638;0.000001;0.000103;0.010067;0.021831;0.014486;0.000235;0.013384;0.088406;1.752157;0.033185;0.139688;0.038426;99.815765;0.067045;0.000127;-8.514585;-2.518105;-0.303491;0
26533;4; 0.000002; 0.000109; 0.000628; 99.918953;0.000006;99.555275;0.000030;0.198076;99.794220;98.411270;0.010391;0.484180;0.092308;0.027046;0.013890;0.000003;0.000122;0.010756;0.020907;0.019765;0.000246;0.014814;0.082689;1.725888;0.037755;0.139575;0.040164;99.819359;0.067162;0.000123;-8.601483;-3.447672;-1.368909;0
26611;4; 0.000002; 0.000110; 0.000630; 99.918274;0.000006;99.549805;0.000031;0.198663;99.737968;98.477997;0.015348;0.552777;0.113461;0.027747;0.014215;0.000003;0.000150;0.013717;0.019994;0.023926;0.000263;0.021828;0.072847;1.643507;0.039991;0.131237;0.035744;99.760971;0.098762;0.000132;-8.454805;-4.159313;-1.150954;0
26673;4; 0.000002; 0.000110; 0.000632; 99.918137;0.000006;99.548317;0.000031;0.198853;99.743073;98.358879;0.021575;0.579706;0.153358;0.021260;0.011052;0.000008;0.000165;0.014171;0.020787;0.030124;0.000246;0.017167;0.097591;1.614346;0.032709;0.129571;0.040674;99.748764;0.111478;0.000135;-8.310853;-3.146720;-1.533791;0
26736;4; 0.000002; 0.000110; 0.000633; 99.918190;0.000006;99.548401;0.000031;0.198851;99.747459;98.190178;0.029837;0.586615;0.155730;0.021999;0.011206;0.000016;0.000151;0.014820;0.023679;0.035340;0.000228;0.015500;0.138059;1.559458;0.025418;0.132355;0.044920;99.754265;0.114324;0.000144;-9.175972;-3.771387;-2.031598;0
26798;4; 0.000002; 0.000110; 0.000633; 99.917953;0.000006;99.546555;0.000031;0.198853;99.732239;98.390488;0.035729;0.594732;0.156126;0.018143;0.009497;0.000005;0.000124;0.014643;0.024775;0.038232;0.000239;0.011915;0.134246;1.508678;0.017151;0.129930;0.038483;99.733536;0.125960;0.000139;-8.873876;-3.101610;-1.434919;0
26861;4; 0.000002; 0.000110; 0.000633; 99.918289;0.000006;99.549179;0.000031;0.198431;99.777016;98.201996;0.036230;0.556613;0.201568;0.021524;0.008656;0.000005;0.000147;0.013450;0.024085;0.044433;0.000257;0.011888;0.161062;1.475954;0.023063;0.123678;0.043006;99.762482;0.121637;0.000170;-8.808457;-3.667560;-1.998259;0
26924;4; 0.000002; 0.000109; 0.000631; 99.919006;0.000006;99.554077;0.000031;0.197567;99.808212;98.501671;0.054656;0.489999;0.151872;0.027773;0.008705;0.000006;0.000103;0.015563;0.025292;0.051449;0.000302;0.022147;0.190594;1.306851;0.024953;0.123701;0.043172;99.823631;0.092429;0.000190;-9.478008;-3.020352;-1.071397;0
27003;4; 0.000002; 0.000109; 0.000632; 99.918968;0.000006;99.553703;0.000031;0.197708;99.811195;98.665771;0.055657;0.503057;0.166427;0.023965;0.007170;0.000009;0.000125;0.016918;0.026492;0.051109;0.000337;0.023708;0.183884;1.187147;0.025076;0.126431;0.043880;99.821068;0.090247;0.000217;-8.864009;-3.480604;-0.483110;0
27064;4; 0.000003; 0.000110; 0.000634; 99.918732;0.000006;99.552567;0.000031;0.197666;99.767632;98.661057;0.050175;0.490015;0.115546;0.020493;0.008217;0.000004;0.000102;0.015467;0.027090;0.048439;0.000378;0.029321;0.172109;1.171071;0.019785;0.131476;0.049694;99.800209;0.102076;0.000204;-8.972907;-2.571139;-0.500935;0
27126;4; 0.000003; 0.000109; 0.000633; 99.919060;0.000006;99.555222;0.000031;0.197097;99.791939;98.692314;0.052832;0.440164;0.100462;0.023898;0.009000;0.000002;0.000106;0.015440;0.026994;0.052290;0.000390;0.031915;0.160018;1.144896;0.019595;0.122255;0.044024;99.828896;0.084374;0.000193;-8.972174;-3.563696;-0.381241;0
27205;4; 0.000003; 0.000110; 0.000636; 99.918633;0.000006;99.553154;0.000031;0.196122;99.751244;98.593681;0.070737;0.361630;0.111315;0.030511;0.010984;0.000008;0.000082;0.017816;0.026461;0.059445;0.000416;0.025651;0.167919;1.123822;0.017852;0.121966;0.044059;99.791832;0.100675;0.000189;-8.770135;-3.422811;-0.749848;0
27268;4; 0.000003; 0.000110; 0.000636; 99.918777;0.000006;99.554482;0.000031;0.195923;99.756416;98.534821;0.072267;0.337872;0.095468;0.027887;0.013348;0.000010;0.000073;0.018095;0.027569;0.060605;0.000473;0.027052;0.154216;1.239968;0.021075;0.131479;0.045257;99.804840;0.098092;0.000193;-9.203805;-3.618924;-0.957857;0
27329;4; 0.000003; 0.000109; 0.000636; 99.919113;0.000006;99.556831;0.000031;0.195369;99.779541;98.635590;0.085547;0.293617;0.114598;0.032323;0.018380;0.000005;0.000068;0.017867;0.029213;0.066333;0.000529;0.033853;0.136952;1.244728;0.024893;0.137304;0.056720;99.833221;0.083611;0.000199;-9.581507;-3.244712;-0.596453;0
27407;4; 0.000003; 0.000110; 0.000639; 99.918587;0.000006;99.552696;0.000031;0.195251;99.712257;98.611618;0.107551;0.307210;0.099493;0.031792;0.021585;0.000010;0.000066;0.023885;0.029678;0.075019;0.000647;0.035047;0.144133;1.336438;0.020963;0.133406;0.066417;99.788078;0.101105;0.000159;-9.397077;-3.499974;-0.684776;0
27471;4; 0.000003; 0.000111; 0.000642; 99.917946;0.000006;99.549446;0.000031;0.195231;99.663216;98.733994;0.091102;0.285056;0.129843;0.031400;0.021489;0.000005;0.000055;0.021933;0.031262;0.082817;0.000712;0.033926;0.161304;1.192837;0.026311;0.134442;0.080832;99.732552;0.123680;0.000172;-9.758845;-2.734323;0.217197;0
27534;4; 0.000003; 0.000112; 0.000644; 99.917099;0.000006;99.543839;0.000031;0.194715;99.563316;98.500595;0.112697;0.260825;0.127340;0.041845;0.025337;0.000003;0.000046;0.022773;0.030920;0.096926;0.000729;0.032413;0.180530;1.284604;0.033643;0.128248;0.101156;99.661034;0.155188;0.000179;-10.160297;-3.006338;1.075051;0
27595;4; 0.000003; 0.000113; 0.000649; 99.915382;0.000006;99.533585;0.000032;0.194497;99.418785;98.434570;0.110471;0.232232;0.151383;0.050364;0.022487;0.000002;0.000050;0.022306;0.032419;0.103785;0.000887;0.029255;0.137409;1.174993;0.034041;0.134469;0.103830;99.517342;0.200535;0.000194;-8.979410;-2.785777;1.293823;0
27659;4; 0.000003; 0.000118; 0.000667; 99.910370;0.000006;99.502327;0.000032;0.194320;98.949608;98.713730;0.118175;0.208917;0.098931;0.071889;0.024451;0.000001;0.000038;0.022477;0.035700;0.096332;0.001247;0.031882;0.110361;1.118635;0.026410;0.160228;0.126571;99.114418;0.330948;0.000326;-6.976131;-2.718656;0.297586;0
27720;4; 0.000003; 0.000125; 0.000692; 99.903038;0.000006;99.458015;0.000033;0.194936;98.354836;98.672928;0.101723;0.182416;0.070014;0.078957;0.022437;0.000001;0.000035;0.017143;0.041863;0.091468;0.001650;0.038974;0.054343;0.988285;0.020260;0.299901;0.131350;98.563171;0.433876;0.000536;-7.835842;-1.924227;-0.455819;0
27799;4; 0.000003; 0.000137; 0.000747; 99.886925;0.000007;99.358788;0.000035;0.196702;97.213928;98.574120;0.083064;0.179799;0.093819;0.089537;0.014920;0.000001;0.000038;0.015643;0.045962;0.093832;0.002018;0.045964;0.028961;0.719677;0.010950;0.619825;0.156547;97.486137;0.564393;0.000966;-7.654468;-2.821985;-0.819910;0
27876;4; 0.000003; 0.000149; 0.000808; 99.869934;0.000007;99.257179;0.000037;0.199883;96.159637;98.471008;0.076736;0.167273;0.072965;0.076525;0.008290;0.000002;0.000037;0.016226;0.061870;0.099785;0.002435;0.038704;0.016704;0.560627;0.004415;1.259528;0.186264;96.504768;0.636538;0.001270;-8.593294;-2.320432;1.174231;0
27939;4; 0.000004; 0.000148; 0.000837; 99.868004;0.000007;99.264732;0.000036;0.206920;96.049553;98.698784;0.082590;0.134947;0.094963;0.072691;0.006515;0.000005;0.000029;0.013415;0.082066;0.099661;0.002605;0.035574;0.008518;0.518174;0.001995;2.711094;0.209732;96.402298;0.521433;0.001865;-8.167740;-0.733672;0.356150;0
28002;4; 0.000004; 0.000141; 0.000842; 99.877708;0.000007;99.350266;0.000032;0.217885;96.598831;98.784119;0.077987;0.141318;0.087199;0.062043;0.004566;0.000002;0.000041;0.014658;0.095856;0.090422;0.002404;0.030594;0.007104;0.430933;0.001220;4.745022;0.247444;96.936813;0.466952;0.002098;-7.587680;-3.077429;0.012658;0
28064;4; 0.000004; 0.000138; 0.000884; 99.883850;0.000007;99.426407;0.000028;0.238548;96.943764;98.741608;0.073378;0.135314;0.094620;0.086149;0.005426;0.000001;0.000038;0.013959;0.109592;0.088477;0.002826;0.038277;0.005953;0.380310;0.001282;8.367903;0.306265;97.297668;0.460842;0.003166;-8.996895;-2.713816;0.186649;0
28127;4; 0.000005; 0.000127; 0.000923; 99.897873;0.000007;99.554131;0.000022;0.275496;97.900894;98.669716;0.073981;0.120993;0.087449;0.087596;0.007308;0.000001;0.000032;0.015964;0.139305;0.080812;0.002956;0.070279;0.003786;0.313993;0.001110;14.147550;0.275050;98.199913;0.313513;0.004343;-8.223655;-2.025517;0.468063;0
