#TimeStamp(in microSec);Age;Anger;Contempt;Disgust;Engagement;Fear;Joy;Sadness;Surprise;Valence;Attention;Browfurrow;BrowRaise;Cheekraise;Chinraise;Dimpler;Eyeclosure;Eyewiden;InnerBrowraise;Jawdrop;Lidtighten;Lipcornerdepressor;Lippress;Lippucker;Lipstretch;Lipsuck;Mouthopen;Nosewrinkle;Smile;Smirk;Upperlipraise;Pitch;Roll;Yaw;Id
22658;4; 87.356796; 1.243062; 0.584161; 50.053013;0.134447;0.000003;36.188190;0.000522;-21.162048;96.603508;99.995354;0.010298;0.000009;0.002463;0.004214;0.000027;0.000000;4.015038;0.300186;92.011589;0.011946;0.018725;0.034328;0.001578;0.022465;0.016451;0.057400;0.000000;0.000023;0.000062;-8.945296;-2.615166;5.260636;0
22736;4; 87.219597; 1.243049; 0.562466; 50.059570;0.137034;0.000003;38.061527;0.000535;-21.575142;97.233643;99.994827;0.010797;0.000012;0.002763;0.003219;0.000023;0.000000;5.219339;0.328909;92.768166;0.011497;0.015905;0.038525;0.001645;0.019157;0.018167;0.059710;0.000000;0.000025;0.000062;-9.391473;-3.263711;4.202065;0
22798;4; 87.805489; 1.243061; 0.548131; 50.062241;0.135980;0.000003;37.234180;0.000529;-21.390167;97.094269;99.995338;0.008814;0.000015;0.002560;0.003888;0.000037;0.000000;4.689466;0.299275;93.396637;0.010085;0.015585;0.039513;0.001675;0.019833;0.017199;0.056618;0.000000;0.000026;0.000061;-9.563706;-2.090821;4.455012;0
22862;4; 87.890411; 1.243057; 0.529216; 50.057053;0.133929;0.000003;35.877342;0.000520;-21.083733;97.004448;99.995132;0.007542;0.000016;0.002466;0.004340;0.000055;0.000000;3.811382;0.318157;92.823425;0.009337;0.016648;0.036815;0.001794;0.018238;0.016471;0.050600;0.000000;0.000028;0.000056;-9.317474;-2.122824;4.611862;0
22923;4; 88.219749; 1.243033; 0.524642; 50.063526;0.134646;0.000003;36.420364;0.000524;-21.217171;96.872002;99.994110;0.007744;0.000019;0.002170;0.003945;0.000220;0.000000;4.165586;0.333651;93.745872;0.009400;0.013959;0.041455;0.001703;0.018608;0.017854;0.072884;0.000000;0.000027;0.000064;-9.315845;-2.721611;4.835011;0
23001;4; 88.360909; 1.243035; 0.518217; 50.073360;0.135194;0.000003;36.836662;0.000527;-21.312027;96.988541;99.994186;0.007231;0.000021;0.002210;0.003868;0.000585;0.000000;4.434040;0.347201;94.241631;0.007820;0.012027;0.046891;0.001810;0.015953;0.018374;0.082121;0.000000;0.000027;0.000065;-10.664295;-2.528302;4.639164;0
23064;4; 88.244614; 1.243027; 0.513412; 50.084961;0.135052;0.000003;36.846584;0.000528;-21.318466;97.193596;99.993835;0.007714;0.000021;0.002257;0.003354;0.000465;0.000000;4.442370;0.382371;94.022385;0.007319;0.010167;0.053733;0.001771;0.016191;0.021508;0.090226;0.000000;0.000028;0.000068;-9.471443;-3.367579;4.276008;0
23142;4; 88.292053; 1.242997; 0.510530; 50.089706;0.135450;0.000003;36.991425;0.000528;-21.360725;96.995674;99.992516;0.008686;0.000030;0.002147;0.005195;0.000254;0.000000;4.539765;0.340974;94.198235;0.006493;0.014210;0.057720;0.002017;0.019217;0.021865;0.103260;0.000000;0.000029;0.000070;-10.448130;-2.416867;4.626928;0
23205;4; 88.412323; 1.242954; 0.507672; 50.079620;0.133589;0.000003;35.764771;0.000520;-21.078827;96.808090;99.990654;0.009685;0.000043;0.001692;0.005595;0.000253;0.000000;3.749133;0.358559;93.776718;0.005958;0.016466;0.053924;0.001965;0.022224;0.022727;0.084990;0.000000;0.000030;0.000068;-9.956985;-2.165795;4.939445;0
23267;4; 88.386414; 1.242895; 0.512053; 50.076782;0.131554;0.000003;34.416710;0.000511;-20.769348;97.170761;99.988083;0.008907;0.000049;0.001455;0.005415;0.000215;0.000000;2.863694;0.375400;92.991653;0.005779;0.016481;0.054906;0.002059;0.020936;0.022892;0.079237;0.000000;0.000030;0.000068;-9.634039;-2.588905;4.317681;0
23331;4; 88.087448; 1.242814; 0.507378; 50.068092;0.131339;0.000003;34.263252;0.000511;-20.737106;97.196396;99.984550;0.009837;0.000057;0.001135;0.004575;0.000169;0.000000;2.765750;0.371462;92.341263;0.005355;0.017282;0.053571;0.002109;0.020133;0.022229;0.084688;0.000000;0.000033;0.000065;-9.847170;-2.548403;4.270866;0
23393;4; 88.099579; 1.242743; 0.505846; 50.057590;0.131963;0.000003;34.697418;0.000514;-20.833046;96.877892;99.981430;0.010325;0.000084;0.001005;0.004178;0.000116;0.000000;3.056295;0.371208;92.612236;0.004754;0.011470;0.050812;0.002402;0.019212;0.022284;0.084549;0.000000;0.000038;0.000061;-9.414042;-2.531309;4.825298;0
23455;4; 87.744370; 1.242622; 0.505442; 50.046764;0.131117;0.000003;34.187393;0.000511;-20.719337;97.092720;99.976196;0.011026;0.000095;0.001072;0.003804;0.000083;0.000000;2.723031;0.391879;91.675140;0.004588;0.010380;0.049989;0.002228;0.018176;0.022052;0.090792;0.000000;0.000039;0.000057;-9.307209;-2.309391;4.457768;0
23533;4; 87.552605; 1.242427; 0.505326; 50.039219;0.129932;0.000003;33.400112;0.000506;-20.535912;97.059036;99.967644;0.010271;0.000155;0.001229;0.004377;0.000067;0.000000;2.207121;0.399327;90.903214;0.004053;0.016505;0.054317;0.002515;0.018195;0.023746;0.082610;0.000000;0.000045;0.000060;-9.621862;-1.856766;4.517093;0
23595;4; 87.142166; 1.242211; 0.503667; 50.038540;0.129323;0.000003;33.027763;0.000504;-20.449875;97.118553;99.958260;0.010038;0.000150;0.001012;0.004953;0.000071;0.000000;1.964750;0.410248;89.974556;0.003510;0.013800;0.063314;0.002572;0.018072;0.022631;0.086198;0.000000;0.000050;0.000059;-10.490227;-2.013247;4.411801;0
23673;4; 86.799660; 1.242052; 0.501354; 50.028336;0.128980;0.000003;32.927849;0.000504;-20.428383;97.022095;99.951340;0.009879;0.000182;0.000947;0.003427;0.000085;0.000000;1.903171;0.452703;89.329948;0.003228;0.011885;0.064522;0.002505;0.013284;0.022770;0.094282;0.000000;0.000050;0.000065;-9.214155;-2.928853;4.581397;0
23736;4; 86.130806; 1.241685; 0.494591; 49.995220;0.128601;0.000003;32.737358;0.000503;-20.379532;97.000923;99.935371;0.011296;0.000182;0.000934;0.002506;0.000081;0.000000;1.789930;0.466696;88.120659;0.003335;0.008376;0.061944;0.002185;0.008881;0.022495;0.091222;0.000000;0.000052;0.000066;-9.038198;-1.979796;4.617914;0
23799;4; 85.952324; 1.241369; 0.491642; 49.968288;0.128553;0.000003;32.735722;0.000504;-20.379288;96.994766;99.921608;0.012393;0.000211;0.001032;0.002639;0.000073;0.000000;1.803729;0.469977;87.859619;0.003102;0.005685;0.060628;0.002028;0.008831;0.021714;0.092708;0.000000;0.000049;0.000064;-9.419772;-2.809874;4.628492;0
23861;4; 86.636040; 1.241279; 0.490038; 49.959812;0.128053;0.000003;32.469006;0.000502;-20.317848;96.820335;99.917740;0.011719;0.000256;0.001178;0.002860;0.000139;0.000000;1.626851;0.495439;88.873695;0.003028;0.008242;0.059754;0.001841;0.008840;0.022579;0.092515;0.000000;0.000047;0.000069;-9.888103;-2.555902;4.919592;0
23939;4; 86.656609; 1.241132; 0.486213; 49.933689;0.127671;0.000003;32.187160;0.000501;-20.244560;96.952148;99.911324;0.012202;0.000306;0.001473;0.003161;0.000045;0.000000;1.441111;0.485266;88.766106;0.002931;0.010074;0.051540;0.001700;0.008474;0.022012;0.079106;0.000000;0.000048;0.000070;-10.493134;-2.552279;4.701109;0
24002;4; 86.144043; 1.241004; 0.482264; 49.923763;0.127169;0.000003;31.759966;0.000498;-20.148903;97.244621;99.905762;0.011478;0.000380;0.001486;0.003363;0.000054;0.000000;1.154238;0.455396;87.663200;0.002852;0.017551;0.051540;0.001831;0.008509;0.021684;0.083394;0.000000;0.000048;0.000069;-9.797621;-2.144017;4.181632;0
24065;4; 85.872803; 1.240680; 0.478407; 49.891113;0.126911;0.000003;31.571167;0.000497;-20.098923;97.374832;99.891647;0.010883;0.000521;0.001433;0.003227;0.000068;0.000000;1.038899;0.445441;87.140282;0.002457;0.019890;0.047367;0.001895;0.008641;0.019948;0.073131;0.000000;0.000051;0.000067;-9.490243;-2.187231;3.932891;0
24126;4; 85.630180; 1.240409; 0.475155; 49.871620;0.126337;0.000003;31.242695;0.000495;-20.012489;97.352051;99.879852;0.008968;0.000708;0.001721;0.003518;0.000069;0.000000;0.822685;0.463929;86.580238;0.002324;0.018971;0.048249;0.002023;0.008188;0.020386;0.060179;0.000000;0.000049;0.000065;-10.260947;-1.973698;3.977273;0
24188;4; 85.543915; 1.240162; 0.469976; 49.845222;0.125838;0.000003;31.069195;0.000495;-19.971191;97.301842;99.869102;0.008042;0.001084;0.001923;0.003938;0.000055;0.000000;0.713600;0.518062;86.365662;0.002520;0.020440;0.044214;0.001852;0.006991;0.021427;0.059796;0.000000;0.000049;0.000065;-9.468523;-3.082735;4.073751;0
24251;4; 86.024109; 1.239932; 0.469361; 49.826015;0.125523;0.000003;30.935421;0.000495;-19.931969;97.458763;99.859085;0.007260;0.001342;0.002425;0.005099;0.000039;0.000000;0.631285;0.542922;87.099495;0.002553;0.017608;0.043483;0.001893;0.008986;0.022882;0.047156;0.000000;0.000047;0.000068;-10.069145;-2.908404;3.766117;0
24346;4; 84.852982; 1.239663; 0.464292; 49.811352;0.125051;0.000003;30.729317;0.000494;-19.884445;97.268875;99.847374;0.007148;0.001446;0.002054;0.005665;0.000023;0.000000;0.499456;0.578736;85.124825;0.002274;0.013574;0.046974;0.001895;0.010568;0.023923;0.052550;0.000000;0.000046;0.000074;-9.139318;-2.311267;4.136165;0
24407;4; 82.998413; 1.238696; 0.459245; 49.738125;0.124501;0.000003;30.533352;0.000495;-19.839310;97.087929;99.805244;0.007030;0.001858;0.002064;0.005756;0.000027;0.000000;0.407821;0.623412;82.367317;0.002054;0.012715;0.048095;0.001872;0.010972;0.022702;0.055009;0.000000;0.000049;0.000075;-10.684142;-1.880231;4.466241;0
24470;4; 81.243095; 1.236768; 0.455750; 49.587082;0.123826;0.000003;30.259371;0.000496;-19.774696;97.522812;99.721069;0.006482;0.002295;0.001977;0.007190;0.000019;0.000000;0.308505;0.653475;80.032021;0.001972;0.013001;0.047684;0.001935;0.013468;0.022117;0.051265;0.000000;0.000055;0.000074;-9.564666;-2.359793;3.635190;0
24532;4; 78.948341; 1.235483; 0.453553; 49.490196;0.123544;0.000003;30.085510;0.000497;-19.735886;97.218636;99.664894;0.006239;0.002977;0.002154;0.008363;0.000010;0.000000;0.248512;0.636336;77.194435;0.001930;0.014933;0.049600;0.002146;0.015470;0.021486;0.051423;0.000000;0.000061;0.000071;-9.443574;-1.246884;4.229899;0
24596;4; 73.493538; 1.231510; 0.448209; 49.164970;0.122642;0.000003;29.733744;0.000502;-19.654205;97.314201;99.490967;0.006690;0.003117;0.002268;0.008307;0.000007;0.000000;0.192796;0.653874;71.398582;0.002483;0.020890;0.041364;0.002003;0.011898;0.020994;0.044593;0.000000;0.000063;0.000063;-9.538177;-1.614043;4.050169;0
24658;4; 67.484657; 1.224611; 0.443768; 48.617493;0.121362;0.000003;29.197624;0.000511;-19.536850;97.493805;99.187645;0.007856;0.003866;0.002418;0.009283;0.000007;0.000000;0.150067;0.642798;66.076988;0.002860;0.029116;0.037952;0.001999;0.013274;0.021559;0.041779;0.000000;0.000064;0.000060;-9.342196;-1.672649;3.694883;0
24737;4; 56.904106; 1.212813; 0.439737; 47.681187;0.119133;0.000003;28.328913;0.000527;-19.343491;97.709221;98.664825;0.008431;0.004416;0.002404;0.011424;0.000013;0.000000;0.105359;0.654565;57.866646;0.002539;0.034785;0.035697;0.002585;0.018276;0.021754;0.039583;0.000000;0.000079;0.000054;-8.664634;-1.540810;3.234489;0
24798;4; 42.896515; 1.185734; 0.437152; 45.516689;0.114521;0.000003;26.471100;0.000566;-18.912582;97.414955;97.445885;0.008600;0.006065;0.002465;0.012272;0.000006;0.000000;0.075591;0.606537;48.593884;0.002706;0.036695;0.032638;0.002867;0.019017;0.020878;0.036768;0.000000;0.000093;0.000055;-9.609394;-1.299683;3.853830;0
24861;4; 32.537987; 1.152576; 0.434826; 42.840446;0.108831;0.000003;24.286526;0.000620;-18.385284;97.350853;95.915184;0.008423;0.009503;0.003365;0.017163;0.000004;0.000001;0.069528;0.603955;42.277935;0.002818;0.047717;0.033329;0.003368;0.019904;0.021228;0.034116;0.000000;0.000114;0.000052;-8.935030;-1.664310;3.979584;0
24922;4; 24.025562; 1.118767; 0.434264; 40.063580;0.103256;0.000004;22.121628;0.000682;-17.828384;97.565956;94.309036;0.008376;0.012118;0.004038;0.018803;0.000005;0.000001;0.054392;0.569609;36.499557;0.002898;0.051520;0.028545;0.003518;0.021063;0.021491;0.034265;0.000000;0.000123;0.000049;-9.366724;-1.494479;3.545116;0
25001;4; 14.265652; 1.051441; 0.432618; 34.482754;0.092426;0.000005;18.089842;0.000834;-16.667831;97.398163;90.962440;0.008807;0.015966;0.004709;0.016662;0.000007;0.000001;0.042800;0.544396;29.225466;0.002840;0.051596;0.033624;0.004046;0.014544;0.021745;0.031803;0.000000;0.000152;0.000045;-8.748167;-1.349709;3.887041;0
25063;4; 8.304026; 0.954672; 0.431170; 26.651991;0.077637;0.000007;12.999700;0.001139;-14.879402;97.424797;85.760857;0.009934;0.019931;0.005135;0.020571;0.000009;0.000001;0.038078;0.575051;25.725334;0.003006;0.066217;0.033007;0.004522;0.015318;0.021661;0.030013;0.000000;0.000178;0.000043;-10.883675;-1.464441;3.834244;0
25142;4; 4.638886; 0.849554; 0.429735; 18.821220;0.063030;0.000010;8.532385;0.001660;-12.710487;97.415802;79.482246;0.011017;0.025266;0.006020;0.023758;0.000004;0.000002;0.031913;0.549565;23.756456;0.003655;0.054379;0.028499;0.004612;0.015603;0.021850;0.028049;0.000000;0.000236;0.000042;-9.555932;-1.691381;3.852136;0
25205;4; 2.545585; 0.760103; 0.428939; 13.134516;0.051620;0.000015;5.618834;0.002377;-10.649925;97.417397;73.500168;0.010858;0.025601;0.006766;0.026402;0.000004;0.000002;0.025184;0.559433;21.283985;0.003434;0.052186;0.031884;0.005328;0.016705;0.022255;0.028507;0.000000;0.000283;0.000040;-9.324491;-1.639550;3.848969;0
25266;4; 1.178747; 0.654368; 0.428412; 7.848035;0.039485;0.000025;3.152651;0.003851;-7.882103;97.423286;65.454552;0.011886;0.027575;0.007415;0.025318;0.000006;0.000002;0.022993;0.554416;19.016041;0.003670;0.060982;0.037119;0.005555;0.013538;0.022090;0.027588;0.000000;0.000348;0.000039;-8.860204;-1.924351;3.837250;0
25329;4; 0.974123; 0.628878; 0.428252; 6.810376;0.036777;0.000029;2.699284;0.004376;-7.140625;97.264107;63.321739;0.013313;0.032927;0.008309;0.026212;0.000010;0.000003;0.020987;0.551385;18.715773;0.003672;0.051608;0.039550;0.005336;0.010502;0.022202;0.026532;0.000000;0.000363;0.000038;-10.048137;-1.817508;4.145144;0
25393;4; 0.410825; 0.528841; 0.428023; 3.628893;0.026956;0.000053;1.362176;0.007648;-3.947403;97.581177;54.027905;0.015438;0.033123;0.012427;0.021397;0.000004;0.000004;0.016720;0.575827;16.822268;0.004385;0.062189;0.038628;0.004980;0.008036;0.023979;0.028233;0.000000;0.000399;0.000040;-8.970193;-2.510385;3.512988;0
25454;4; 0.155072; 0.436228; 0.427676; 1.770125;0.019122;0.000105;0.632877;0.014199;-0.394875;97.444687;43.710300;0.018807;0.031827;0.012211;0.018707;0.000005;0.000004;0.016121;0.557492;14.484157;0.004895;0.062054;0.039293;0.004865;0.006615;0.024685;0.022855;0.000000;0.000404;0.000039;-10.159869;-2.310900;3.794445;0
25533;4; 0.138403; 0.427444; 0.427518; 1.639068;0.018411;0.000112;0.583532;0.015176;-0.022835;97.467697;42.620613;0.020875;0.025775;0.012257;0.018163;0.000009;0.000005;0.018108;0.603473;14.023653;0.005736;0.056168;0.033477;0.004712;0.006846;0.028945;0.023967;0.000000;0.000415;0.000042;-9.290952;-2.804370;3.748037;0
25595;4; 0.257209; 0.481065; 0.427716; 2.550987;0.022731;0.000074;0.935263;0.010383;-2.202675;97.337090;48.951988;0.021565;0.022135;0.011029;0.015093;0.000017;0.000005;0.022659;0.612332;15.894382;0.004480;0.048121;0.041991;0.004436;0.005902;0.028511;0.029033;0.000000;0.000456;0.000043;-10.456903;-2.305978;4.006202;0
25673;4; 0.925706; 0.629242; 0.427903; 6.821640;0.036720;0.000029;2.706176;0.004378;-7.163971;97.186409;63.352268;0.020977;0.015017;0.010021;0.015201;0.000027;0.000003;0.029679;0.624828;17.646723;0.004292;0.045904;0.039510;0.004452;0.007210;0.028879;0.032870;0.000000;0.000443;0.000043;-8.577848;-2.020570;4.289154;0
25735;4; 2.392460; 0.765882; 0.428194; 13.463047;0.052197;0.000014;5.787756;0.002325;-10.803169;96.888855;73.906372;0.022235;0.012382;0.009271;0.013804;0.000012;0.000003;0.042499;0.627905;19.356977;0.004092;0.044908;0.040056;0.004448;0.006014;0.029439;0.039416;0.000000;0.000434;0.000044;-9.369526;-1.977059;4.807126;0
25798;4; 6.567894; 0.908139; 0.428384; 23.036083;0.070909;0.000008;10.896657;0.001342;-13.963997;97.204803;83.069450;0.021458;0.011156;0.010037;0.013435;0.000023;0.000003;0.060149;0.603355;25.170773;0.004410;0.042690;0.037567;0.004094;0.006207;0.029537;0.042804;0.000000;0.000394;0.000046;-9.764672;-2.521489;4.255420;0
25862;4; 15.264565; 1.054107; 0.428513; 34.685471;0.092622;0.000005;18.295902;0.000830;-16.743332;97.119728;91.097626;0.022472;0.006816;0.009701;0.012619;0.000037;0.000003;0.103397;0.631599;30.647383;0.004322;0.041859;0.038229;0.003820;0.007114;0.031195;0.043910;0.000000;0.000373;0.000051;-8.738515;-3.189088;4.409691;0
25939;4; 30.694563; 1.156913; 0.428816; 43.188110;0.109417;0.000003;24.663231;0.000615;-18.488647;96.984207;96.116707;0.020633;0.004618;0.005841;0.010511;0.000169;0.000002;0.152326;0.672186;40.311832;0.004466;0.038191;0.044759;0.003009;0.007825;0.031773;0.049064;0.000000;0.000309;0.000055;-9.821770;-1.654411;4.646587;0
26002;4; 45.982105; 1.204479; 0.429262; 47.031929;0.117702;0.000003;27.899399;0.000541;-19.260513;97.549591;98.291527;0.018949;0.003281;0.005205;0.011508;0.000131;0.000001;0.211587;0.686166;49.803082;0.004020;0.032733;0.044387;0.002912;0.009765;0.030386;0.056775;0.000000;0.000268;0.000061;-10.077747;-2.355124;3.579486;0
26063;4; 58.616619; 1.224946; 0.429427; 48.644291;0.121417;0.000003;29.431408;0.000513;-19.606529;97.250526;99.201454;0.017289;0.002557;0.004481;0.009601;0.000087;0.000001;0.312428;0.714386;58.550663;0.004192;0.032666;0.039153;0.002430;0.008200;0.033568;0.054367;0.000000;0.000229;0.000060;-8.727077;-2.742115;4.170592;0
26126;4; 64.590599; 1.231151; 0.429623; 49.134167;0.122639;0.000003;29.945379;0.000506;-19.723099;97.209091;99.474419;0.016484;0.002020;0.004237;0.007829;0.000104;0.000001;0.376092;0.719442;63.206661;0.003900;0.038300;0.040656;0.002393;0.008134;0.033987;0.052475;0.000000;0.000211;0.000060;-9.194961;-2.926416;4.247513;0
26190;4; 69.127945; 1.234909; 0.430190; 49.430542;0.123396;0.000003;30.314383;0.000502;-19.805382;97.333443;99.639137;0.015901;0.001973;0.004222;0.006398;0.000115;0.000001;0.452776;0.738083;67.094177;0.003970;0.031464;0.041943;0.002265;0.007563;0.036325;0.055439;0.000000;0.000178;0.000066;-8.672150;-3.522931;4.013234;0
26252;4; 75.387756; 1.237966; 0.430934; 49.658150;0.124339;0.000003;30.635780;0.000498;-19.876747;97.211151;99.772827;0.015943;0.002070;0.003780;0.006189;0.000123;0.000001;0.529763;0.681677;73.202011;0.003760;0.031699;0.035725;0.002116;0.008048;0.035452;0.053698;0.000000;0.000152;0.000067;-9.894760;-2.207040;4.243719;0
26345;4; 77.096466; 1.239913; 0.433094; 49.811008;0.124644;0.000003;30.879709;0.000497;-19.940338;97.540787;99.857864;0.016533;0.001374;0.003116;0.006435;0.000155;0.000000;0.605933;0.730500;75.011154;0.003606;0.027059;0.032663;0.001974;0.010065;0.036296;0.069516;0.000000;0.000118;0.000073;-9.802918;-2.709770;3.597852;0
26407;4; 79.260239; 1.240385; 0.435828; 49.842228;0.125105;0.000003;30.952671;0.000495;-19.962456;97.238075;99.878517;0.015414;0.001242;0.002394;0.006366;0.000228;0.000000;0.631118;0.654041;77.536949;0.003382;0.022177;0.030463;0.002065;0.011294;0.033124;0.083412;0.000000;0.000103;0.000071;-9.639996;-2.365870;4.193838;0
26471;4; 79.130791; 1.240655; 0.437533; 49.862026;0.125413;0.000003;31.004417;0.000495;-19.974747;97.226112;99.890350;0.014781;0.001581;0.002605;0.008567;0.000129;0.000000;0.653467;0.604181;77.378883;0.003071;0.023149;0.032380;0.002118;0.010888;0.031826;0.084577;0.000000;0.000090;0.000074;-8.305470;-2.578651;4.216046;0
26533;4; 80.647873; 1.241022; 0.438712; 49.893997;0.125683;0.000003;31.062984;0.000494;-19.990929;97.638260;99.906258;0.015442;0.001561;0.002357;0.008185;0.000061;0.000000;0.674889;0.565744;79.261200;0.002737;0.018455;0.034375;0.002255;0.010144;0.030325;0.094265;0.000000;0.000097;0.000076;-9.956857;-2.525537;3.390644;0
26596;4; 82.173332; 1.241108; 0.441185; 49.902000;0.125984;0.000003;31.033638;0.000493;-19.984123;97.222298;99.909996;0.016283;0.001956;0.001856;0.011780;0.000144;0.000000;0.650388;0.484737;81.254845;0.002434;0.020587;0.035115;0.002369;0.014774;0.026631;0.091841;0.000000;0.000097;0.000069;-9.055162;-2.336193;4.223132;0
26657;4; 81.795166; 1.241093; 0.442488; 49.897308;0.126009;0.000003;30.995184;0.000492;-19.971443;97.525803;99.909401;0.017052;0.001892;0.002036;0.013662;0.000168;0.000000;0.623875;0.464312;80.722282;0.002589;0.017698;0.033091;0.002535;0.015254;0.026926;0.087067;0.000000;0.000091;0.000070;-8.968217;-2.987378;3.628999;0
26736;4; 83.038162; 1.240961; 0.447350; 49.889530;0.126139;0.000003;31.053560;0.000493;-19.981293;96.997505;99.903656;0.017347;0.001795;0.001967;0.015848;0.000019;0.000000;0.671871;0.451312;82.487114;0.002445;0.016921;0.034478;0.002456;0.014414;0.028603;0.080029;0.000000;0.000089;0.000075;-10.021233;-2.455704;4.623795;0
26798;4; 82.708061; 1.240872; 0.450429; 49.883698;0.126180;0.000003;31.007147;0.000493;-19.965965;97.686996;99.899826;0.017659;0.001798;0.002115;0.015137;0.000042;0.000000;0.643957;0.423627;82.005844;0.002374;0.019384;0.035044;0.002749;0.013715;0.028051;0.071299;0.000000;0.000083;0.000068;-8.931953;-2.277249;3.283896;0
26860;4; 81.702034; 1.240643; 0.450236; 49.869270;0.126088;0.000003;30.892616;0.000492;-19.931824;97.496132;99.889877;0.016766;0.001958;0.002128;0.014573;0.000118;0.000001;0.572664;0.400822;80.587212;0.002539;0.018458;0.036909;0.002765;0.010719;0.026628;0.062736;0.000000;0.000075;0.000062;-8.763993;-2.622238;3.690115;0
26924;4; 80.349251; 1.240376; 0.450691; 49.849571;0.125765;0.000003;30.697161;0.000491;-19.884026;97.690720;99.878273;0.017116;0.002256;0.002272;0.012894;0.000119;0.000001;0.447801;0.403243;78.743164;0.002847;0.019998;0.037487;0.002630;0.009931;0.025543;0.060528;0.000000;0.000075;0.000058;-9.404645;-2.701861;3.275659;0
27001;4; 79.658112; 1.240498; 0.450445; 49.851513;0.125638;0.000003;30.652683;0.000491;-19.875298;97.567490;99.883537;0.017782;0.001962;0.002158;0.010391;0.000084;0.000001;0.412928;0.420691;77.841156;0.003030;0.025482;0.033303;0.002874;0.010849;0.026798;0.058824;0.000000;0.000081;0.000064;-9.277528;-2.688592;3.541905;0
27063;4; 78.599396; 1.240334; 0.451551; 49.834488;0.125646;0.000003;30.626287;0.000491;-19.863983;97.141335;99.876366;0.016403;0.002591;0.002476;0.010474;0.000075;0.000001;0.402100;0.407593;76.559196;0.003304;0.023993;0.030948;0.002813;0.010749;0.028297;0.050774;0.000000;0.000085;0.000058;-9.956864;-2.712820;4.370933;0
27142;4; 76.607063; 1.240032; 0.453301; 49.809502;0.125665;0.000003;30.548769;0.000490;-19.845062;97.102623;99.863174;0.016168;0.002198;0.002340;0.010009;0.000020;0.000001;0.359165;0.369175;74.253586;0.003008;0.018888;0.030141;0.003384;0.010372;0.024983;0.054911;0.000000;0.000100;0.000062;-9.803267;-1.310959;4.440184;0
27204;4; 75.532288; 1.240448; 0.454317; 49.847038;0.125799;0.000003;30.582890;0.000490;-19.852234;97.659622;99.881241;0.015546;0.002264;0.002209;0.010046;0.000044;0.000001;0.363090;0.358291;73.045883;0.002713;0.020663;0.033088;0.003812;0.012113;0.023726;0.052671;0.000000;0.000107;0.000056;-9.782304;-2.989246;3.344127;0
27266;4; 73.973412; 1.240334; 0.454654; 49.849937;0.125599;0.000003;30.547148;0.000490;-19.845406;97.203056;99.876282;0.015509;0.002508;0.002228;0.008961;0.000064;0.000001;0.342542;0.390177;71.383820;0.003112;0.015683;0.039680;0.003331;0.011941;0.024910;0.058777;0.000000;0.000100;0.000056;-9.008222;-2.655508;4.258637;0
27331;4; 70.823982; 1.239924; 0.452368; 49.817802;0.125521;0.000003;30.542585;0.000491;-19.844467;97.390633;99.858452;0.015168;0.001916;0.002443;0.008021;0.000021;0.000001;0.358011;0.398962;68.271660;0.003272;0.012603;0.039512;0.003182;0.011383;0.024418;0.059916;0.000000;0.000097;0.000055;-10.125557;-2.661517;3.901890;0
27392;4; 71.940765; 1.239258; 0.450502; 49.759109;0.125409;0.000003;30.562931;0.000492;-19.849579;97.298782;99.829468;0.014973;0.002292;0.002398;0.008705;0.000014;0.000001;0.406174;0.421169;69.452873;0.003138;0.015564;0.035629;0.003180;0.011614;0.025195;0.055922;0.000000;0.000098;0.000055;-9.241460;-2.322562;4.079580;0
27455;4; 71.929375; 1.238755; 0.448463; 49.718025;0.125338;0.000003;30.579502;0.000493;-19.855537;97.550247;99.807526;0.013972;0.001911;0.002830;0.009661;0.000018;0.000001;0.443303;0.435837;69.507133;0.003016;0.016310;0.034565;0.003176;0.012501;0.026477;0.055822;0.000000;0.000094;0.000053;-9.680271;-2.856733;3.578090;0
27532;4; 70.673355; 1.237237; 0.446533; 49.593552;0.124862;0.000003;30.434820;0.000495;-19.822731;97.363144;99.741287;0.012602;0.002029;0.003045;0.010196;0.000010;0.000001;0.417598;0.472117;68.365250;0.003545;0.019634;0.031089;0.003134;0.015904;0.028843;0.048977;0.000000;0.000102;0.000050;-8.704915;-2.225464;3.955691;0
27595;4; 69.062653; 1.235319; 0.445082; 49.446449;0.124176;0.000003;30.205854;0.000498;-19.773903;97.289001;99.657486;0.013529;0.002388;0.003615;0.009805;0.000009;0.000001;0.354263;0.520932;66.920761;0.003851;0.032507;0.030846;0.003064;0.015978;0.031786;0.043841;0.000000;0.000103;0.000051;-9.528935;-2.276875;4.098152;0
27674;4; 65.209732; 1.233955; 0.444249; 49.341278;0.123790;0.000003;30.069193;0.000500;-19.740677;97.559593;99.597809;0.013508;0.002450;0.004128;0.010181;0.000008;0.000001;0.324878;0.540211;63.499130;0.003824;0.033201;0.029872;0.003056;0.015693;0.033281;0.038876;0.000000;0.000110;0.000048;-9.077236;-2.678445;3.558508;0
