#TimeStamp(inmicroSec);Age;Anger;Contempt;Disgust;Engagement;Fear;Joy;Sadness;Surprise;Valence;Attention;Browfurrow;BrowRaise;Cheekraise;Chinraise;Dimpler;Eyeclosure;Eyewiden;InnerBrowraise;Jawdrop;Lidtighten;Lipcornerdepressor;Lippress;Lippucker;Lipstretch;Lipsuck;Mouthopen;Nosewrinkle;Smile;Smirk;Upperlipraise;Pitch;Roll;Yaw;Id
21509;4;0.001975;0.192680;0.426535;0.079409;0.004353;0.001830;0.024002;0.197957;0.000000;98.557083;0.001235;0.020095;0.000797;0.043435;0.006916;0.000000;0.000032;0.006718;1.233722;0.006962;0.034757;0.015739;0.007009;0.004299;0.001471;0.054622;0.004628;0.000000;0.000119;0.000026;0.017390;-0.362660;0.880149;0
21585;4;0.001975;0.192680;0.426490;0.079400;0.004352;0.001830;0.024006;0.197967;0.000000;98.289314;0.001067;0.019292;0.000748;0.044339;0.008020;0.000000;0.000027;0.006852;1.238694;0.006354;0.039033;0.015146;0.006729;0.004335;0.001973;0.053865;0.004013;0.000000;0.000115;0.000026;-0.378766;-0.191880;1.744889;0
21649;4;0.001974;0.192680;0.426449;0.079408;0.004345;0.001829;0.024009;0.198144;0.000000;98.342125;0.001106;0.021237;0.000741;0.053273;0.006899;0.000000;0.000025;0.007484;1.279133;0.006767;0.044099;0.016817;0.007916;0.003672;0.002116;0.052921;0.003323;0.000000;0.000121;0.000027;0.166425;-0.379835;1.585418;0
21711;4;0.001975;0.192680;0.426441;0.079486;0.004334;0.001829;0.024013;0.198413;0.000000;98.446098;0.001023;0.023047;0.001097;0.065281;0.008028;0.000000;0.000030;0.005719;1.351389;0.006896;0.048171;0.015754;0.008051;0.003245;0.001553;0.047191;0.004087;0.000000;0.000125;0.000026;0.516333;-1.029894;1.256285;0
21774;4;0.001975;0.192680;0.426520;0.079488;0.004334;0.001829;0.024010;0.198436;0.000000;98.317764;0.001190;0.023207;0.001341;0.065393;0.007525;0.000000;0.000034;0.005117;1.354717;0.007107;0.046242;0.012059;0.009221;0.003135;0.001336;0.049565;0.005531;0.000000;0.000125;0.000027;0.264955;-0.872901;1.659611;0
21837;4;0.001976;0.192681;0.426540;0.079546;0.004336;0.001829;0.024006;0.198389;0.000000;98.141251;0.001332;0.024607;0.001805;0.074264;0.009685;0.000000;0.000039;0.004980;1.340437;0.007848;0.043670;0.017639;0.009207;0.003166;0.001872;0.049304;0.006164;0.000000;0.000116;0.000024;0.166780;-0.847915;2.167474;0
21899;4;0.001976;0.192680;0.426596;0.079658;0.004324;0.001829;0.024011;0.198693;0.000000;98.321724;0.001167;0.027308;0.001686;0.091244;0.009596;0.000000;0.000036;0.004648;1.410972;0.007679;0.051133;0.011383;0.010724;0.002908;0.001657;0.048610;0.007840;0.000000;0.000119;0.000023;0.848972;-0.819735;1.647611;0
21977;4;0.001977;0.192680;0.426599;0.079675;0.004301;0.001829;0.024007;0.199373;0.000000;98.382629;0.001258;0.027542;0.001237;0.094118;0.008962;0.000000;0.000030;0.004572;1.576341;0.007437;0.050943;0.010645;0.011716;0.002953;0.001933;0.053127;0.007316;0.000000;0.000116;0.000023;-0.612633;-1.509276;1.459663;0
22039;4;0.001975;0.192680;0.426519;0.079582;0.004306;0.001829;0.024009;0.199215;0.000000;98.253319;0.001330;0.028604;0.001079;0.076663;0.006848;0.000000;0.000029;0.005052;1.536127;0.007335;0.049737;0.010682;0.009550;0.002705;0.001378;0.051195;0.005594;0.000000;0.000107;0.000022;0.448836;-1.251328;1.850831;0
22118;4;0.001975;0.192680;0.426515;0.079618;0.004285;0.001829;0.024015;0.199799;0.000000;98.397690;0.001331;0.031259;0.001378;0.080252;0.004282;0.000000;0.000034;0.005691;1.673494;0.007097;0.061256;0.008410;0.009910;0.002165;0.001031;0.052747;0.004738;0.000000;0.000099;0.000024;0.204753;-1.390507;1.412127;0
22181;4;0.001975;0.192680;0.426481;0.079677;0.004294;0.001828;0.024015;0.199587;0.000000;98.334152;0.001283;0.037021;0.001404;0.084833;0.004185;0.000000;0.000034;0.005896;1.607848;0.007735;0.066154;0.011502;0.010616;0.001919;0.000874;0.050895;0.004099;0.000000;0.000094;0.000025;0.316913;-1.509259;1.609821;0
22243;4;0.001974;0.192679;0.426437;0.079631;0.004300;0.001828;0.024021;0.199399;0.000000;98.190147;0.001175;0.035686;0.001056;0.078228;0.003060;0.000000;0.000038;0.007245;1.564623;0.006655;0.068339;0.009698;0.008965;0.001632;0.000993;0.049129;0.003569;0.000000;0.000082;0.000024;0.460117;-0.799812;2.031701;0
22304;4;0.001973;0.192680;0.426400;0.079630;0.004315;0.001828;0.024016;0.199028;0.000000;98.203377;0.001231;0.041739;0.000939;0.071986;0.003708;0.000000;0.000034;0.008332;1.459625;0.006370;0.061633;0.013405;0.009091;0.001676;0.001131;0.045533;0.003497;0.000000;0.000081;0.000020;0.257199;-1.068793;1.994339;0
22383;4;0.001973;0.192679;0.426411;0.079612;0.004291;0.001828;0.024019;0.199689;0.000000;98.319603;0.001166;0.042603;0.000929;0.064471;0.002733;0.000000;0.000028;0.008261;1.623588;0.006015;0.067922;0.013824;0.010108;0.001451;0.000697;0.045568;0.003492;0.000000;0.000070;0.000017;-0.329509;-1.064793;1.654020;0
22446;4;0.001971;0.192680;0.426378;0.079624;0.004291;0.001827;0.024015;0.199713;0.000000;98.251373;0.001349;0.049535;0.001103;0.049260;0.002824;0.000000;0.000037;0.008821;1.615112;0.006580;0.063117;0.015778;0.010019;0.001262;0.000631;0.043299;0.003094;0.000000;0.000068;0.000016;-0.228340;-0.868534;1.856490;0
22508;4;0.001970;0.192679;0.426399;0.079717;0.004287;0.001827;0.024013;0.199886;0.000000;98.303886;0.001186;0.058592;0.001058;0.042362;0.002876;0.000000;0.000037;0.009877;1.633124;0.005978;0.070309;0.017701;0.007937;0.000936;0.000612;0.044108;0.003617;0.000000;0.000063;0.000017;0.208725;-0.772093;1.701386;0
22571;4;0.001970;0.192678;0.426373;0.079712;0.004299;0.001827;0.024017;0.199522;0.000000;98.453758;0.000943;0.056082;0.001007;0.045246;0.002907;0.000000;0.000039;0.009025;1.549281;0.005293;0.071988;0.012408;0.006722;0.000878;0.000786;0.043369;0.003359;0.000000;0.000061;0.000017;1.108023;-1.418171;1.231206;0
22633;4;0.001970;0.192678;0.426392;0.079771;0.004281;0.001827;0.024018;0.200013;0.000000;98.317680;0.000911;0.058205;0.001081;0.045186;0.003183;0.000000;0.000031;0.007452;1.668697;0.005556;0.080305;0.011573;0.006630;0.000675;0.000967;0.043214;0.004043;0.000000;0.000061;0.000019;0.075523;-0.861902;1.659863;0
22697;4;0.001970;0.192678;0.426472;0.079736;0.004278;0.001827;0.024015;0.200107;0.000000;98.438721;0.000859;0.054298;0.001273;0.038131;0.003218;0.000000;0.000026;0.006885;1.695453;0.005677;0.077996;0.008327;0.006477;0.000696;0.000951;0.048745;0.004963;0.000000;0.000055;0.000021;0.186953;-1.163304;1.280381;0
22789;4;0.001971;0.192678;0.426450;0.079755;0.004289;0.001827;0.024014;0.199812;0.000000;98.490494;0.001032;0.055904;0.001520;0.041107;0.003475;0.000000;0.000020;0.006973;1.615617;0.006688;0.079816;0.008764;0.005633;0.000629;0.000867;0.050576;0.003968;0.000000;0.000057;0.000021;0.044497;-1.149083;1.109102;0
22821;4;0.001969;0.192678;0.426407;0.079851;0.004299;0.001827;0.024016;0.199525;0.000000;98.574043;0.000893;0.063175;0.001420;0.041892;0.002517;0.000000;0.000019;0.006864;1.529380;0.006214;0.089406;0.013619;0.003879;0.000620;0.000963;0.047159;0.003648;0.000000;0.000053;0.000020;0.593433;-0.607391;0.820167;0
22883;4;0.001969;0.192678;0.426394;0.079906;0.004287;0.001827;0.024017;0.199878;0.000000;98.429108;0.000869;0.067157;0.001540;0.042521;0.002489;0.000000;0.000024;0.006529;1.609036;0.006607;0.095031;0.012647;0.004454;0.000674;0.001031;0.046670;0.003566;0.000000;0.000056;0.000020;0.253048;-0.852640;1.311546;0
22945;4;0.001968;0.192678;0.426380;0.079882;0.004328;0.001826;0.024008;0.198763;0.000000;98.202675;0.000981;0.073396;0.002036;0.040782;0.003470;0.000000;0.000030;0.006635;1.319429;0.007217;0.084549;0.021531;0.003872;0.000751;0.001346;0.041803;0.003876;0.000000;0.000057;0.000020;-0.090913;-0.620865;1.996323;0
23008;4;0.001969;0.192678;0.426408;0.079850;0.004351;0.001826;0.024009;0.198127;0.000000;98.244507;0.000913;0.070560;0.002487;0.047764;0.003446;0.000000;0.000034;0.006165;1.169488;0.006336;0.081737;0.021423;0.002939;0.000818;0.001804;0.039187;0.005164;0.000000;0.000056;0.000017;1.253302;-0.100877;1.876470;0
23070;4;0.001971;0.192678;0.426497;0.079785;0.004366;0.001827;0.024015;0.197667;0.000000;98.456627;0.000922;0.060126;0.003036;0.059147;0.003378;0.000000;0.000037;0.006122;1.077214;0.007033;0.080757;0.016513;0.003268;0.000913;0.001654;0.040660;0.006798;0.000000;0.000056;0.000018;0.645961;-0.917424;1.221788;0
23134;4;0.001970;0.192679;0.426492;0.079752;0.004384;0.001826;0.024010;0.197197;0.000000;98.083961;0.001122;0.064163;0.005210;0.053801;0.003628;0.000000;0.000045;0.006253;0.950539;0.008101;0.070892;0.013426;0.003184;0.001075;0.001677;0.038884;0.006638;0.000000;0.000055;0.000017;0.150566;-0.100513;2.322174;0
23211;4;0.001969;0.192679;0.426514;0.079721;0.004384;0.001826;0.024000;0.197252;0.000000;98.235184;0.001175;0.070229;0.009313;0.049452;0.005143;0.000000;0.000075;0.005829;0.950084;0.008100;0.059370;0.010363;0.002878;0.001291;0.001779;0.038827;0.006744;0.000000;0.000057;0.000015;0.936706;-0.299192;1.903410;0
23273;4;0.001969;0.192679;0.426490;0.079713;0.004399;0.001826;0.024004;0.196818;0.000000;98.336159;0.001128;0.066437;0.011816;0.043974;0.006146;0.000000;0.000100;0.005543;0.852230;0.007393;0.061890;0.012017;0.002740;0.001379;0.002285;0.036520;0.006155;0.000000;0.000057;0.000015;0.699602;-0.532358;1.603706;0
23337;4;0.001969;0.192679;0.426511;0.079728;0.004410;0.001826;0.024007;0.196519;0.000000;98.328094;0.001222;0.065794;0.013088;0.036555;0.005502;0.000000;0.000141;0.005338;0.777757;0.007743;0.065085;0.010954;0.002602;0.001271;0.001642;0.036898;0.005779;0.000000;0.000053;0.000017;0.913826;-0.372312;1.628253;0
23414;4;0.001969;0.192680;0.426518;0.079689;0.004426;0.001827;0.024013;0.196049;0.000000;98.226578;0.001490;0.059272;0.015589;0.034316;0.005648;0.000000;0.000127;0.005878;0.676604;0.006948;0.064795;0.012592;0.002226;0.001572;0.001661;0.035089;0.005575;0.000000;0.000050;0.000017;0.852060;0.060553;1.928166;0
23477;4;0.001970;0.192680;0.426536;0.079674;0.004431;0.001827;0.024015;0.195882;0.000000;98.013512;0.001470;0.053343;0.016267;0.037046;0.005355;0.000000;0.000100;0.005049;0.647911;0.006738;0.068111;0.014579;0.002407;0.001845;0.001758;0.036287;0.005307;0.000000;0.000047;0.000019;0.020052;-0.464902;2.506308;0
23539;4;0.001970;0.192680;0.426558;0.079624;0.004434;0.001827;0.024016;0.195793;0.000000;98.190849;0.001653;0.050137;0.013202;0.033301;0.006528;0.000000;0.000068;0.005498;0.634618;0.007135;0.062472;0.012793;0.002599;0.002335;0.001966;0.035262;0.005470;0.000000;0.000044;0.000020;0.698970;-0.130407;2.029739;0
23618;4;0.001969;0.192681;0.426635;0.079687;0.004434;0.001826;0.024010;0.195856;0.000000;98.340256;0.001801;0.062456;0.012318;0.025263;0.005173;0.000000;0.000067;0.005699;0.620858;0.006554;0.061211;0.009338;0.002790;0.002562;0.001854;0.034774;0.006062;0.000000;0.000045;0.000020;0.539268;-0.723026;1.591142;0
23681;4;0.001968;0.192680;0.426694;0.079763;0.004439;0.001826;0.024004;0.195798;0.000000;98.369461;0.001670;0.075087;0.011739;0.031902;0.004275;0.000000;0.000070;0.005261;0.575845;0.006466;0.062010;0.008338;0.002267;0.002755;0.001848;0.033730;0.006229;0.000000;0.000044;0.000017;1.030970;-0.725096;1.500929;0
23742;4;0.001969;0.192682;0.426690;0.079663;0.004454;0.001826;0.024005;0.195357;0.000000;98.159561;0.002141;0.068106;0.010856;0.030720;0.003856;0.000000;0.000064;0.005434;0.485083;0.005888;0.051313;0.007842;0.002031;0.003345;0.002026;0.030864;0.005493;0.000000;0.000046;0.000015;0.541392;0.251972;2.117057;0
23805;4;0.001967;0.192682;0.426737;0.079639;0.004459;0.001825;0.023996;0.195291;0.000000;98.271332;0.002103;0.075338;0.011573;0.022135;0.003200;0.000000;0.000069;0.005328;0.453241;0.005898;0.039880;0.007683;0.002112;0.004061;0.001826;0.028247;0.005395;0.000000;0.000045;0.000015;0.898954;-0.467110;1.798105;0
23868;4;0.001968;0.192683;0.426806;0.079546;0.004463;0.001826;0.023997;0.195134;0.000000;98.282928;0.002322;0.066045;0.020069;0.023325;0.004150;0.000000;0.000056;0.005078;0.439216;0.006493;0.032769;0.012439;0.002358;0.004110;0.001912;0.026518;0.005320;0.000000;0.000045;0.000015;0.150622;-0.363755;1.763847;0
23930;4;0.001968;0.192683;0.426890;0.079542;0.004471;0.001826;0.023995;0.194905;0.000000;98.165886;0.002365;0.067183;0.021553;0.022317;0.004019;0.000000;0.000062;0.004561;0.381216;0.007214;0.031001;0.015997;0.002132;0.004015;0.001804;0.024108;0.005688;0.000000;0.000043;0.000014;0.962749;-0.828114;2.099504;0
24008;4;0.001967;0.192682;0.426903;0.079571;0.004468;0.001825;0.023991;0.195046;0.000000;98.507988;0.002124;0.073370;0.017131;0.019550;0.002829;0.000000;0.000056;0.005228;0.397699;0.006640;0.029855;0.012128;0.002147;0.003611;0.001530;0.026531;0.006711;0.000000;0.000040;0.000018;-0.086052;-0.847759;1.049952;0
24086;4;0.001966;0.192682;0.426928;0.079653;0.004467;0.001824;0.023983;0.195127;0.000000;98.245918;0.002021;0.087378;0.026251;0.019203;0.002422;0.000000;0.000079;0.005112;0.387051;0.006903;0.030336;0.016952;0.001818;0.003744;0.001165;0.023542;0.007105;0.000000;0.000039;0.000016;-0.200035;-0.943589;1.872339;0
24149;4;0.001966;0.192682;0.426908;0.079706;0.004460;0.001824;0.023983;0.195330;0.000000;98.025894;0.002099;0.088259;0.035851;0.023971;0.002835;0.000000;0.000088;0.004826;0.434651;0.007587;0.038697;0.022356;0.001767;0.003159;0.001394;0.025799;0.007582;0.000000;0.000042;0.000018;0.730005;-1.724023;2.474420;0
24212;4;0.001967;0.192683;0.426906;0.079652;0.004458;0.001825;0.023990;0.195325;0.000000;98.020760;0.002344;0.080156;0.037220;0.021100;0.002960;0.000000;0.000081;0.005656;0.453187;0.007138;0.037464;0.018700;0.001539;0.002879;0.001163;0.025942;0.007531;0.000000;0.000043;0.000018;0.817076;-0.984929;2.487672;0
24273;4;0.001966;0.192682;0.426832;0.079691;0.004462;0.001825;0.023988;0.195249;0.000000;98.251099;0.002085;0.085031;0.028283;0.021806;0.002840;0.000000;0.000077;0.006086;0.421243;0.007032;0.039337;0.020827;0.001199;0.002508;0.001032;0.025180;0.006373;0.000000;0.000040;0.000020;1.269078;-0.320605;1.857300;0
24337;4;0.001966;0.192682;0.426927;0.079687;0.004455;0.001825;0.023991;0.195457;0.000000;97.991631;0.002243;0.085480;0.030945;0.024935;0.002856;0.000000;0.000074;0.006957;0.471492;0.007443;0.038261;0.014571;0.001385;0.002394;0.000975;0.026430;0.007348;0.000000;0.000043;0.000021;0.992288;-1.574924;2.562206;0
24415;4;0.001966;0.192682;0.426902;0.079670;0.004450;0.001825;0.023990;0.195568;0.000000;98.181053;0.002140;0.084902;0.025750;0.024491;0.002733;0.000000;0.000070;0.006698;0.501653;0.007112;0.035730;0.011032;0.001257;0.002107;0.000966;0.026252;0.007014;0.000000;0.000043;0.000024;0.013725;-1.150500;2.057207;0
24478;4;0.001966;0.192681;0.426871;0.079687;0.004451;0.001824;0.023987;0.195576;0.000000;98.195778;0.001711;0.089479;0.032343;0.027197;0.002946;0.000000;0.000077;0.007492;0.491538;0.006257;0.034142;0.014205;0.001072;0.002070;0.001188;0.025061;0.006390;0.000000;0.000047;0.000021;1.546564;-1.401896;2.015841;0
24539;4;0.001968;0.192682;0.426948;0.079614;0.004454;0.001825;0.023995;0.195402;0.000000;97.828011;0.002015;0.075057;0.034468;0.032647;0.003745;0.000000;0.000085;0.006985;0.483948;0.006391;0.035854;0.015259;0.001079;0.001939;0.001206;0.025544;0.007115;0.000000;0.000045;0.000020;0.770475;-1.144028;2.962169;0
24601;4;0.001968;0.192682;0.426848;0.079604;0.004454;0.001825;0.023998;0.195378;0.000000;98.146927;0.002077;0.071647;0.023317;0.036032;0.004179;0.000000;0.000079;0.007731;0.487642;0.006520;0.037363;0.021729;0.001182;0.001940;0.001511;0.023971;0.005158;0.000000;0.000046;0.000019;1.178785;-0.926145;2.151900;0
24664;4;0.001969;0.192682;0.426804;0.079561;0.004451;0.001826;0.023997;0.195434;0.000000;98.422676;0.002052;0.067829;0.018064;0.033696;0.004507;0.000000;0.000060;0.006978;0.512785;0.005898;0.033640;0.022943;0.001244;0.002020;0.001632;0.023516;0.004587;0.000000;0.000047;0.000019;1.420805;-1.065099;1.332307;0
24743;4;0.001969;0.192682;0.426734;0.079554;0.004454;0.001826;0.023996;0.195358;0.000000;98.057358;0.001993;0.065333;0.018249;0.034948;0.004414;0.000000;0.000060;0.005982;0.501154;0.006008;0.031164;0.021695;0.001341;0.001886;0.001830;0.022967;0.004119;0.000000;0.000047;0.000018;1.244942;-0.485714;2.392466;0
24821;4;0.001968;0.192680;0.426674;0.079641;0.004439;0.001825;0.023994;0.195789;0.000000;97.909019;0.001577;0.074598;0.021441;0.034994;0.004088;0.000000;0.000065;0.005971;0.585378;0.006271;0.041012;0.022297;0.001102;0.001407;0.001715;0.024330;0.003469;0.000000;0.000043;0.000017;0.619328;-0.638956;2.767977;0
24883;4;0.001969;0.192680;0.426677;0.079616;0.004436;0.001826;0.024001;0.195828;0.000000;97.875504;0.001498;0.066347;0.017939;0.037099;0.004085;0.000000;0.000058;0.004981;0.613529;0.005666;0.044892;0.014351;0.001069;0.001372;0.001631;0.026940;0.003606;0.000000;0.000045;0.000017;0.289692;-1.464119;2.849190;0
24945;4;0.001969;0.192681;0.426702;0.079610;0.004431;0.001826;0.024000;0.195963;0.000000;98.027473;0.001694;0.066117;0.021449;0.039057;0.003794;0.000000;0.000060;0.005361;0.645695;0.006011;0.044058;0.013903;0.000907;0.001396;0.001698;0.029401;0.003636;0.000000;0.000046;0.000018;0.539091;-0.737751;2.470330;0
25008;4;0.001969;0.192680;0.426751;0.079627;0.004421;0.001826;0.023997;0.196233;0.000000;97.839554;0.001666;0.067258;0.017790;0.041753;0.003646;0.000000;0.000048;0.004581;0.709649;0.006625;0.045879;0.015000;0.001063;0.001263;0.001319;0.031645;0.004352;0.000000;0.000048;0.000018;1.256973;-1.446021;2.934925;0
25071;4;0.001968;0.192680;0.426757;0.079668;0.004420;0.001825;0.023995;0.196280;0.000000;98.062668;0.001545;0.073730;0.014936;0.038503;0.003043;0.000000;0.000053;0.004810;0.707494;0.006470;0.046558;0.014134;0.001075;0.001274;0.001384;0.029595;0.004825;0.000000;0.000050;0.000016;0.547458;-1.139356;2.378544;0
25133;4;0.001969;0.192680;0.426770;0.079659;0.004416;0.001826;0.023993;0.196374;0.000000;97.665031;0.001521;0.071783;0.018713;0.037131;0.002517;0.000000;0.000046;0.004210;0.735869;0.006686;0.047067;0.019933;0.001021;0.001181;0.001297;0.030440;0.004614;0.000000;0.000051;0.000016;0.449741;-1.274147;3.332269;0
25212;4;0.001969;0.192680;0.426798;0.079589;0.004431;0.001826;0.023997;0.195938;0.000000;98.023750;0.001574;0.063881;0.019238;0.036190;0.002541;0.000000;0.000051;0.004527;0.646341;0.007083;0.042588;0.021061;0.001214;0.001271;0.001042;0.028570;0.004763;0.000000;0.000048;0.000016;0.104539;-1.178415;2.479967;0
25273;4;0.001970;0.192682;0.426820;0.079512;0.004433;0.001827;0.024004;0.195837;0.000000;98.122025;0.002087;0.053835;0.016663;0.029883;0.002618;0.000000;0.000043;0.005260;0.647089;0.007660;0.039129;0.018752;0.001498;0.001414;0.001012;0.028219;0.004614;0.000000;0.000050;0.000015;0.954141;-1.087693;2.219896;0
25337;4;0.001970;0.192682;0.426710;0.079500;0.004435;0.001827;0.024001;0.195762;0.000000;98.028084;0.002171;0.052731;0.017133;0.038071;0.002744;0.000000;0.000045;0.005009;0.632594;0.007653;0.035796;0.025229;0.001588;0.001518;0.001201;0.027037;0.003994;0.000000;0.000052;0.000014;0.886601;-1.482259;2.468762;0
25398;4;0.001971;0.192683;0.426734;0.079571;0.004436;0.001826;0.023997;0.195763;0.000000;97.847862;0.002232;0.057247;0.019723;0.046008;0.003753;0.000000;0.000043;0.004758;0.622155;0.008782;0.035328;0.027542;0.001937;0.001676;0.001416;0.026837;0.004640;0.000000;0.000053;0.000014;-0.067214;-1.096066;2.915233;0
25477;4;0.001970;0.192682;0.426692;0.079575;0.004436;0.001826;0.023992;0.195771;0.000000;97.880074;0.001934;0.058442;0.014598;0.045513;0.004559;0.000000;0.000040;0.004193;0.622074;0.008261;0.032211;0.029634;0.002430;0.001978;0.001629;0.025855;0.004604;0.000000;0.000061;0.000013;0.520729;-1.320486;2.838193;0
25540;4;0.001971;0.192684;0.426700;0.079547;0.004439;0.001826;0.023999;0.195664;0.000000;98.063065;0.002602;0.054697;0.012234;0.044380;0.004407;0.000000;0.000046;0.004703;0.606300;0.007925;0.032847;0.025837;0.002283;0.002034;0.002120;0.025214;0.004979;0.000000;0.000059;0.000013;1.321624;-1.018721;2.377482;0
25617;4;0.001970;0.192683;0.426791;0.079613;0.004437;0.001826;0.023993;0.195783;0.000000;97.839867;0.002314;0.061716;0.022547;0.049047;0.005087;0.000000;0.000064;0.005204;0.615599;0.009141;0.031589;0.025222;0.002326;0.001764;0.002457;0.027191;0.005767;0.000000;0.000072;0.000013;0.451059;-1.823653;2.934204;0
25679;4;0.001970;0.192683;0.426864;0.079572;0.004442;0.001826;0.023995;0.195666;0.000000;97.901733;0.002279;0.061141;0.020997;0.042299;0.005447;0.000000;0.000059;0.005070;0.583973;0.008405;0.031297;0.016237;0.002255;0.001714;0.001762;0.029524;0.006346;0.000000;0.000072;0.000013;0.408834;-1.634516;2.785731;0
25744;4;0.001970;0.192684;0.426917;0.079557;0.004438;0.001826;0.023990;0.195784;0.000000;97.976982;0.002486;0.063239;0.021633;0.037645;0.005553;0.000000;0.000065;0.005027;0.607082;0.008171;0.027925;0.015682;0.002526;0.001987;0.001900;0.031680;0.006503;0.000000;0.000074;0.000016;1.004422;-0.961560;2.599285;0
25806;4;0.001970;0.192682;0.426899;0.079713;0.004428;0.001826;0.023980;0.196121;0.000000;97.649712;0.002052;0.072877;0.023530;0.055352;0.008009;0.000000;0.000074;0.004600;0.667466;0.007769;0.028009;0.021995;0.002661;0.002100;0.002224;0.032236;0.005987;0.000000;0.000071;0.000017;0.527854;-1.638051;3.365775;0
25867;4;0.001970;0.192682;0.426882;0.079549;0.004432;0.001826;0.023992;0.195921;0.000000;97.903442;0.001956;0.059576;0.019123;0.039918;0.007489;0.000000;0.000080;0.004936;0.650605;0.007133;0.028401;0.015771;0.002834;0.002069;0.002006;0.030887;0.005429;0.000000;0.000076;0.000016;1.494370;-1.053774;2.781566;0
25931;4;0.001969;0.192682;0.426912;0.079576;0.004429;0.001826;0.023988;0.196034;0.000000;97.972900;0.001933;0.065766;0.018339;0.038442;0.006193;0.000000;0.000091;0.005364;0.665777;0.006781;0.027306;0.019660;0.003539;0.002101;0.001679;0.029131;0.004906;0.000000;0.000082;0.000017;0.355410;-2.069218;2.609569;0
26009;4;0.001969;0.192683;0.426902;0.079609;0.004433;0.001826;0.023990;0.195943;0.000000;98.221352;0.002157;0.069017;0.017479;0.040974;0.005957;0.000000;0.000106;0.005960;0.638051;0.006736;0.025867;0.016775;0.003730;0.002421;0.001797;0.026345;0.004907;0.000000;0.000078;0.000016;1.520995;-1.534437;1.943172;0
26087;4;0.001968;0.192681;0.426904;0.079685;0.004417;0.001825;0.023982;0.196443;0.000000;97.244377;0.001742;0.078751;0.025064;0.044574;0.007275;0.000000;0.000096;0.005986;0.737451;0.007178;0.026601;0.018216;0.004407;0.002600;0.001658;0.028342;0.005059;0.000000;0.000081;0.000016;0.762614;-1.538211;4.182081;0
26148;4;0.001969;0.192681;0.426875;0.079655;0.004412;0.001825;0.023981;0.196562;0.000000;97.911606;0.001680;0.074204;0.017063;0.043903;0.008292;0.000000;0.000065;0.005274;0.777615;0.006380;0.026247;0.019448;0.005227;0.002673;0.001376;0.030084;0.005999;0.000000;0.000080;0.000018;0.867041;-1.892791;2.761651;0
26211;4;0.001969;0.192681;0.426864;0.079695;0.004414;0.001825;0.023978;0.196528;0.000000;97.603065;0.001590;0.077796;0.021309;0.047301;0.008192;0.000000;0.000062;0.005942;0.759434;0.006801;0.026507;0.024838;0.005588;0.002476;0.001546;0.029785;0.006146;0.000000;0.000080;0.000017;0.826641;-2.464875;3.466393;0
26275;4;0.001969;0.192680;0.426778;0.079731;0.004410;0.001825;0.023976;0.196615;0.000000;98.000107;0.001455;0.075232;0.021426;0.056133;0.009599;0.000000;0.000059;0.006545;0.788771;0.006701;0.023981;0.034459;0.005775;0.002514;0.001655;0.028278;0.005218;0.000000;0.000081;0.000015;0.820796;-1.985444;2.540632;0
26337;4;0.001968;0.192680;0.426723;0.079666;0.004390;0.001825;0.023975;0.197158;0.000000;97.726814;0.001240;0.076089;0.020090;0.043850;0.008544;0.000000;0.000060;0.005686;0.921834;0.006726;0.026031;0.031392;0.006393;0.002623;0.001368;0.030846;0.004727;0.000000;0.000084;0.000015;0.206430;-1.970832;3.195016;0
26414;4;0.001969;0.192680;0.426663;0.079749;0.004375;0.001825;0.023967;0.197615;0.000000;97.351395;0.001208;0.081151;0.023329;0.053375;0.009796;0.000000;0.000054;0.005112;1.024350;0.007512;0.025272;0.037682;0.006721;0.002511;0.001532;0.031862;0.004608;0.000000;0.000089;0.000015;0.724071;-1.780523;3.978527;0
26477;4;0.001968;0.192679;0.426702;0.079729;0.004368;0.001825;0.023967;0.197783;0.000000;97.714104;0.001071;0.081539;0.021043;0.049458;0.011776;0.000000;0.000054;0.005262;1.064992;0.007838;0.028887;0.042175;0.006860;0.002346;0.001603;0.032188;0.004474;0.000000;0.000086;0.000016;0.830504;-2.235871;3.223577;0
26539;4;0.001969;0.192679;0.426725;0.079751;0.004345;0.001825;0.023973;0.198420;0.000000;96.888550;0.000917;0.080158;0.028046;0.054731;0.008686;0.000000;0.000069;0.005199;1.226531;0.008013;0.031554;0.027743;0.008069;0.002031;0.001389;0.034415;0.005437;0.000000;0.000093;0.000016;0.684924;-1.956368;4.807641;0
26601;4;0.001969;0.192679;0.426740;0.079684;0.004352;0.001826;0.023978;0.198180;0.000000;97.751076;0.000965;0.072758;0.019133;0.050448;0.009380;0.000000;0.000072;0.005314;1.184128;0.007818;0.032788;0.027321;0.006965;0.001929;0.001240;0.034567;0.005588;0.000000;0.000092;0.000016;0.557198;-1.859323;3.140136;0
26665;4;0.001970;0.192679;0.426640;0.079679;0.004343;0.001826;0.023981;0.198393;0.000000;97.510765;0.001034;0.069972;0.016808;0.052401;0.008085;0.000000;0.000067;0.005111;1.244175;0.007795;0.034364;0.025027;0.007098;0.001949;0.001288;0.035419;0.004997;0.000000;0.000090;0.000017;0.379450;-1.597853;3.660061;0
